"year","state_code","issuer_id","issuer_name","market","source"
2014,"FL",99308,"Humana Health Insurance Company","Individual","URR"
2014,"FL",99308,"Humana Health Insurance Company of FL, Inc.","Small Group","URR"
2015,"FL",99308,"Humana Health Insurance Company","Individual","URR"
2015,"FL",99308,"Humana Health Insurance Company of FL, Inc.","Small Group","URR"
2016,"FL",99308,"Humana Health Insurance Company of FL, Inc.","Small Group","URR"
2016,"FL",99308,"Humana Health Insurance Company","Individual","URR"
2017,"FL",99308,"Humana Health Insurance Company of FL, Inc.","Small Group","URR"
2014,"FL",99804,"Golden Rule Insurance Company","Individual","URR"
2014,"GA",12442,"Nippon Life Insurance Company of America","Small Group","URR"
2015,"GA",12442,"Nippon Life Insurance Company of America","Small Group","URR"
2016,"GA",12442,"Nippon Life Insurance Company of America","Small Group","URR"
2014,"GA",13535,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"GA",13535,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"GA",13535,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"GA",13535,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"GA",16661,"Madison National Life Insurance Company, Inc.","Small Group","URR"
2015,"GA",20544,"Time Insurance Company","Individual","URR"
2015,"GA",20544,"Time Insurance Company","Small Group","URR"
2015,"GA",24775,"Celtic Insurance Company","Individual","URR"
2016,"GA",24775,"Celtic Insurance Company","Individual","URR"
2014,"GA",30552,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2015,"GA",30552,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2016,"GA",30552,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2017,"GA",30552,"UnitedHealthcare of the River Valley","Small Group","URR"
2014,"GA",37001,"Humana Insurance Company","Small Group","URR"
2014,"GA",37001,"Humana Insurance Company","Individual","URR"
2015,"GA",37001,"Humana Insurance Company","Small Group","URR"
2015,"GA",37001,"Humana Insurance Company","Individual","URR"
2016,"GA",37001,"Humana Insurance Company","Individual","URR"
2016,"GA",37001,"Humana Insurance Company","Small Group","URR"
2017,"GA",37001,"Humana Insurance Company","Small Group","URR"
2014,"GA",38835,"Federated Mutual Insurance Company","Small Group","URR"
2015,"GA",38835,"Federated Mutual Insurance Company","Small Group","URR"
2016,"GA",38835,"Federated Mutual Insurance Company","Small Group","URR"
2017,"GA",38835,"Federated Mutual Insurance Company","Small Group","URR"
2014,"GA",43802,"UnitedHealthcare of Georgia, Inc.","Small Group","URR"
2015,"GA",43802,"UnitedHealthcare of Georgia, Inc.","Small Group","URR"
2015,"GA",43802,"UnitedHealthcare of Georgia, Inc.","Individual","URR"
2016,"GA",43802,"UnitedHealthcare of Georgia, Inc.","Small Group","URR"
2016,"GA",43802,"UnitedHealthcare of Georgia, Inc.","Individual","URR"
2017,"GA",43802,"UnitedHealthcare of Georgia, Inc.","Small Group","URR"
2014,"GA",45495,"Peach State Health Plan","Individual","URR"
2015,"GA",45495,"Peach State Health Plan","Individual","URR"
2016,"GA",45495,"Peach State Health Plan","Individual","URR"
2017,"GA",45495,"Peach State Health Plan","Individual","URR"
2015,"GA",46093,"National Foundation Life Insurance Company","Individual","URR"
2016,"GA",46093,"National Foundation Life Insurance Company","Individual","URR"
2017,"GA",46093,"National Foundation Life Insurance Company","Individual","URR"
2014,"GA",47783,"Coventry Health Care of Georgia, Inc.","Individual","URR"
2015,"GA",47783,"Coventry Health Care of Georgia, Inc.","Small Group","URR"
2015,"GA",47783,"Coventry Health Care of Georgia, Inc.","Individual","URR"
2014,"GA",49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","Small Group","URR"
2014,"GA",49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","Individual","URR"
2015,"GA",49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","Small Group","URR"
2015,"GA",49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","Individual","URR"
2016,"GA",49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","Small Group","URR"
2016,"GA",49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","Individual","URR"
2017,"GA",49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","Small Group","URR"
2017,"GA",49046,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","Individual","URR"
2015,"GA",50313,"John Alden Life Insurance Company","Small Group","URR"
2014,"GA",50491,"Cigna Health and Life Insurance Company","Individual","URR"
2015,"GA",50491,"Cigna Health and Life Insurance Company","Individual","URR"
2016,"GA",50491,"Cigna Health & Life Insurance Company","Individual","URR"
2017,"GA",50491,"Cigna Health and Life Insurance Company","Individual","URR"
2014,"GA",63411,"Blue Cross Blue Shield of GA, Inc","Small Group","URR"
2015,"GA",63411,"Blue Cross Blue Shield of GA, Inc","Small Group","URR"
2016,"GA",63411,"Blue Cross Blue Shield of GA, Inc","Small Group","URR"
2017,"GA",63411,"Blue Cross Blue Shield of GA, Inc","Small Group","URR"
2015,"GA",65890,"Coventry Health and Life Insurance Company","Small Group","URR"
2016,"GA",70893,"Ambetter of Peach State, Inc.","Individual","URR"
2017,"GA",70893,"Ambetter of Peach State Inc.","Individual","URR"
2014,"GA",72796,"Freedom Life Insurance Company of America","Individual","URR"
2015,"GA",72796,"Freedom Life Insurance Company of America","Individual","URR"
2016,"GA",72796,"Freedom Life Insurance Company of America","Individual","URR"
2017,"GA",72796,"Freedom Life Insurance Company of America","Individual","URR"
2015,"GA",74189,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"GA",74189,"UnitedHealthcare Life Insurance Company","Individual","URR"
2014,"GA",82302,"Kaiser Permanente Insurance Company","Small Group","URR"
2015,"GA",82824,"Aetna Health Inc. (a GA corp.)","Small Group","URR"
2016,"GA",82824,"Aetna Health Inc.  (a GA corp.)","Small Group","URR"
2016,"GA",82824,"Aetna Health Inc.  (a GA corp.)","Individual","URR"
2017,"GA",82824,"Aetna Health Inc.  (a GA corp.)","Small Group","URR"
2017,"GA",82824,"Aetna Health Inc.  (a GA corp.)","Individual","URR"
2015,"GA",82894,"Athens Area Health Plan Select, Inc.","Small Group","URR"
2014,"GA",83761,"Alliant Health Plans","Small Group","URR"
2014,"GA",83761,"Alliant Health Plans","Individual","URR"
2015,"GA",83761,"Alliant Health Plans","Individual","URR"
2015,"GA",83761,"Alliant Health Plans","Small Group","URR"
2016,"GA",83761,"Alliant Health Plans","Individual","URR"
2016,"GA",83761,"Alliant Health Plans","Small Group","URR"
2017,"GA",83761,"Alliant Health Plans","Small Group","URR"
2017,"GA",83761,"Alliant Health Plans","Individual","URR"
2014,"GA",83978,"Aetna Life Insurance Company","Individual","URR"
2015,"GA",83978,"Aetna Life Insurance Company","Individual","URR"
2015,"GA",83978,"Aetna Life Insurance Company","Small Group","URR"
2016,"GA",83978,"Aetna Life Insurance Company","Individual","URR"
2016,"GA",83978,"Aetna Life Insurance Company","Small Group","URR"
2017,"GA",83978,"Aetna Life Insurance Company","Small Group","URR"
2017,"GA",83978,"Aetna Life Insurance Company","Individual","URR"
2015,"GA",88383,"Standard Security Life Insurance Company of New York","Small Group","URR"
2014,"GA",89942,"Kaiser Foundation Health Plan of Georgia","Small Group","URR"
2014,"GA",89942,"Kaiser Foundation Health Plan of Georgia","Individual","URR"
2015,"GA",89942,"Kaiser Foundation Health Plan","Small Group","URR"
2015,"GA",89942,"Kaiser Foundation Health Plan of Georgia","Individual","URR"
2016,"GA",89942,"Kaiser Foundation Health Plan of Georgia","Individual","URR"
2016,"GA",89942,"Kaiser Foundation Health Plan","Small Group","URR"
2017,"GA",89942,"Kaiser Foundation Health Plan","Small Group","URR"
2017,"GA",89942,"Kaiser Foundation Health Plan","Individual","URR"
2014,"GA",93332,"Humana Employers Health Plan of GA, Inc.","Small Group","URR"
2014,"GA",93332,"Humana Employers Health Plan of Georgia, Inc.","Individual","URR"
2015,"GA",93332,"Humana Employers Health Plan of GA, Inc.","Small Group","URR"
2015,"GA",93332,"Humana Employers Health Plan of Georgia, Inc.","Individual","URR"
2016,"GA",93332,"Humana Employers Health Plan of GA, Inc.","Small Group","URR"
2016,"GA",93332,"Humana Employers Health Plan of Georgia, Inc.","Individual","URR"
2017,"GA",93332,"Humana Employers Health Plan of Georgia, Inc.","Individual","URR"
2017,"GA",93332,"Humana Employers Health Plan of GA, Inc.","Small Group","URR"
2014,"GA",95022,"Connecticut General Life Insurance Company","Individual","URR"
2016,"GA",95852,"Harken Health Insurance Company","Individual","URR"
2016,"GA",95852,"Harken Health Insurance Company","Small Group","URR"
2017,"GA",95852,"Harken Health Insurance Company","Small Group","URR"
2017,"GA",95852,"Harken Health Insurance Company","Individual","URR"
2016,"HI",14479,"Family Health Hawaii","Small Group","URR"
2014,"HI",18350,"HMSA","Small Group","URR"
2014,"HI",18350,"HMSA","Individual","URR"
2015,"HI",18350,"HMSA","Individual","URR"
2015,"HI",18350,"HMSA","Small Group","URR"
2016,"HI",18350,"HMSA","Small Group","URR"
2016,"HI",18350,"HMSA","Individual","URR"
2017,"HI",18350,"HMSA","Small Group","URR"
2017,"HI",18350,"HMSA","Individual","URR"
2014,"HI",54179,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"HI",54179,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"HI",54179,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"HI",56682,"Hawaii Medical Assurance Association","Small Group","URR"
2017,"HI",56682,"Hawaii Medical Assurance Association","Small Group","URR"
2014,"HI",60612,"Kaiser Foundation Health Plan, Inc. - HI","Small Group","URR"
2014,"HI",60612,"Kaiser Foundation Health Plan, Inc. - HI","Individual","URR"
2016,"HI",60612,"Kaiser Foundation Health Plan, Inc. - HI","Individual","URR"
2016,"HI",60612,"Kaiser Foundation Health Plan, Inc. - HI","Small Group","URR"
2017,"HI",60612,"Kaiser Foundation Health Plan, Inc. - HI","Small Group","URR"
2017,"HI",60612,"Kaiser Foundation Health Plan, Inc. - HI","Individual","URR"
2016,"HI",95366,"University Health Alliance","Small Group","URR"
2017,"HI",95366,"University Health Alliance","Small Group","URR"
2014,"IA",18492,"Freedom Life Insurance Company of America","Individual","URR"
2015,"IA",18492,"Freedom Life Insurance Company of America","Individual","URR"
2016,"IA",18492,"Freedom Life Insurance Company of America","Individual","URR"
2017,"IA",18492,"Freedom Life Insurance Company of America","Individual","URR"
2014,"IA",18973,"Coventry Health Care of Iowa Inc.","Individual","URR"
2015,"IA",18973,"CHC IA","Small Group","URR"
2015,"IA",18973,"CHC IA","Individual","URR"
2016,"IA",18973,"Coventry Health Care of Iowa Inc.","Small Group","URR"
2016,"IA",18973,"Coventry Health Care of Iowa Inc.","Individual","URR"
2017,"IA",18973,"Aetna Health of Iowa Inc.","Small Group","URR"
2017,"IA",18973,"Aetna Health of Iowa Inc.","Individual","URR"
2014,"IA",25896,"Wellmark Health Plan of Iowa, Inc.","Individual","URR"
2015,"IA",25896,"Wellmark Health Plan of Iowa","Small Group","URR"
2015,"IA",25896,"Wellmark Health Plan of Iowa","Individual","URR"
2016,"IA",25896,"Wellmark Health Plan of Iowa","Individual","URR"
2016,"IA",25896,"Wellmark Health Plan of Iowa","Small Group","URR"
2017,"IA",25896,"Wellmark Health Plan of Iowa","Individual","URR"
2017,"IA",25896,"Wellmark Health Plan of Iowa","Small Group","URR"
2014,"IA",27651,"Gundersen Health Plan","Individual","URR"
2014,"IA",27651,"Gundersen Health Plan, Inc.","Small Group","URR"
2015,"IA",27651,"Gundersen Health Plan","Small Group","URR"
2015,"IA",27651,"Gundersen Health Plan, Inc.","Individual","URR"
2016,"IA",27651,"Gundersen Health Plan, Inc.","Small Group","URR"
2016,"IA",27651,"Gundersen Health Plan, Inc.","Individual","URR"
2017,"IA",27651,"Gundersen Health Plan, Inc.","Small Group","URR"
2017,"IA",27651,"Gundersen Health Plan, Inc.","Individual","URR"
2014,"IA",32608,"GOLDEN RULE INSURANCE COMPANY","Individual","URR"
2017,"IA",32608,"Golden Rule Insurance Company","Individual","URR"
2014,"IA",41397,"Federated Mutual Insurance Company","Small Group","URR"
2015,"IA",41397,"Federated Mutual Insurance Company","Small Group","URR"
2016,"IA",41397,"Federated Mutual Insurance Company","Small Group","URR"
2017,"IA",41397,"Federated Mutual Insurance Company","Small Group","URR"
2016,"IA",45116,"National Health Insurance Co.","Small Group","URR"
2017,"IA",45116,"National Health Insurance Co.","Small Group","URR"
2014,"IA",50735,"Medical Associates Health Plans","Small Group","URR"
2015,"IA",50735,"Medical Associates Health Plan, Inc.","Small Group","URR"
2016,"IA",50735,"Medical Associates Health Plan Inc","Small Group","URR"
2017,"IA",50735,"Medical Associates Health Plan, Inc.","Small Group","URR"
2015,"IA",51474,"Pekin Life Insurance Company","Small Group","URR"
2016,"IA",51474,"Pekin Life Insurance Company","Small Group","URR"
2017,"IA",51474,"Pekin Life Insurance Company","Small Group","URR"
2015,"IA",51820,"CHL IA","Small Group","URR"
2016,"IA",51902,"UnitedHealthcare of the Midlands, Inc.","Individual","URR"
2014,"IA",56610,"UnitedHealthcare Plan of the River Valley, Inc.","Small Group","URR"
2015,"IA",56610,"UnitedHealthcare Plan of the River Valley, Inc.","Small Group","URR"
2016,"IA",56610,"UnitedHealthcare Plan of the River Valley, Inc.","Small Group","URR"
2017,"IA",56610,"UnitedHealthcare Plan of the River Valley, Inc.","Small Group","URR"
2015,"IA",67580,"John Alden Life Insurance Company","Small Group","URR"
2015,"IA",68184,"Time Insurance Company","Individual","URR"
2015,"IA",68184,"Time Insurance Company","Small Group","URR"
2014,"IA",71268,"CoOportunity Health","Small Group","URR"
2014,"IA",71268,"CoOportunity Health","Individual","URR"
2015,"IA",71268,"CoOportunity Health","Individual","URR"
2015,"IA",71268,"CoOportunity Health","Small Group","URR"
2014,"IA",72160,"Wellmark Blue Cross Blue Shield of Iowa","Individual","URR"
2015,"IA",72160,"Wellmark Blue Cross Blue Shield of Iowa","Small Group","URR"
2015,"IA",72160,"Wellmark Blue Cross Blue Shield of Iowa","Individual","URR"
2016,"IA",72160,"Wellmark Blue Cross Blue Shield of Iowa","Individual","URR"
2016,"IA",72160,"Wellmark Inc","Small Group","URR"
2017,"IA",72160,"Wellmark, Inc.","Individual","URR"
2017,"IA",72160,"Wellmark Inc.","Small Group","URR"
2017,"IA",74406,"Wellmark Value Health Plan, Inc.","Small Group","URR"
2017,"IA",74406,"Wellmark Value Health Plan, Inc.","Individual","URR"
2014,"IA",74980,"Avera Health Plans, Inc.","Small Group","URR"
2014,"IA",74980,"Avera Health Plans, Inc.","Individual","URR"
2015,"IA",74980,"Avera Health Plans, Inc.","Small Group","URR"
2015,"IA",74980,"Avera Health Plans, Inc.","Individual","URR"
2016,"IA",74980,"Avera Health Plans, Inc.","Individual","URR"
2016,"IA",74980,"Avera Health Plans, Inc.","Small Group","URR"
2017,"IA",74980,"Avera Health Plans, Inc.","Small Group","URR"
2014,"IA",77638,"Health Alliance Medical Plan","Small Group","URR"
2015,"IA",77638,"Health Alliance Midwest","Small Group","URR"
2016,"IA",77638,"Health Alliance Midwest","Small Group","URR"
2017,"IA",77638,"Health Alliance Midwest","Small Group","URR"
2017,"IA",78252,"Aetna Life Insurance Company","Small Group","URR"
2016,"IA",81839,"UnitedHealthcare Life Insurance Company","Individual","URR"
2014,"IA",85930,"Sanford Health Plan","Small Group","URR"
2015,"IA",85930,"Sanford Health Plan","Small Group","URR"
2016,"IA",85930,"Sanford Health Plan","Small Group","URR"
2017,"IA",85930,"Sanford Health Plan","Small Group","URR"
2014,"IA",87194,"Celtic Insurance Company","Individual","URR"
2015,"IA",87194,"Celtic Insurance Company","Individual","URR"
2016,"IA",87194,"Celtic Insurance Company","Individual","URR"
2017,"IA",87928,"Wellmark Synergy Health, Inc.","Small Group","URR"
2017,"IA",87928,"Wellmark Synergy Health, Inc.","Individual","URR"
2014,"IA",88678,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"IA",88678,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"IA",88678,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"IA",88678,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"IA",93078,"Medica Insurance Company","Individual","URR"
2017,"IA",93078,"Medica Insurance Company","Individual","URR"
2014,"ID",26002,"SelectHealth","Small Group","URR"
2014,"ID",26002,"SelectHealth","Individual","URR"
2015,"ID",26002,"SelectHealth","Individual","URR"
2015,"ID",26002,"SelectHealth","Small Group","URR"
2016,"ID",26002,"SelectHealth","Small Group","URR"
2016,"ID",26002,"SelectHealth","Individual","URR"
2017,"ID",26002,"SelectHealth","Small Group","URR"
2017,"ID",26002,"SelectHealth","Individual","URR"
2015,"ID",28218,"Time Insurance Company","Individual","URR"
2015,"ID",38128,"Mountain Health CO-OP","Individual","URR"
2015,"ID",38128,"Mountain Health CO-OP","Small Group","URR"
2016,"ID",38128,"Mountain Health CO-OP","Individual","URR"
2016,"ID",38128,"Mountain Health CO-OP","Small Group","URR"
2017,"ID",38128,"Mountain Health CO-OP","Small Group","URR"
2017,"ID",38128,"Mountain Health CO-OP","Individual","URR"
2015,"ID",43401,"Sterling Life Insurance Company","Small Group","URR"
2017,"ID",43541,"National Health Insurance Co.","Small Group","URR"
2014,"ID",44648,"Regence BlueShield of Idaho","Small Group","URR"
2014,"ID",44648,"Regence BlueShield of Idaho","Individual","URR"
2015,"ID",44648,"Regence BlueShield of Idaho","Individual","URR"
2015,"ID",44648,"Regence BlueShield of Idaho","Small Group","URR"
2016,"ID",44648,"Regence BlueShield of Idaho","Individual","URR"
2016,"ID",44648,"Regence BlueShield of Idaho","Small Group","URR"
2017,"ID",44648,"Regence BlueShield of Idaho","Individual","URR"
2017,"ID",44648,"Regence BlueShield of Idaho","Small Group","URR"
2015,"ID",45059,"Aetna Life Insurance Company","Small Group","URR"
2016,"ID",45059,"Aetna Life Insurance Company","Small Group","URR"
2017,"ID",45059,"Aetna Life Insurance Company","Small Group","URR"
2014,"ID",50118,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"ID",50118,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"ID",50118,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"ID",50118,"UnitedHealthcare Insurance Company","Small Group","URR"
2014,"ID",59765,"BridgeSpan Health Company","Individual","URR"
2015,"ID",59765,"BridgeSpan Health Idaho","Individual","URR"
2016,"ID",59765,"BridgeSpan Health Company","Individual","URR"
2017,"ID",59765,"BridgeSpan Health Company","Individual","URR"
2014,"ID",60597,"PacificSource Health Plans, Inc.","Small Group","URR"
2014,"ID",60597,"PacificSource Health Plans, Inc.","Individual","URR"
2015,"ID",60597,"PacificSource Health Plan, Inc.","Individual","URR"
2015,"ID",60597,"PacificSource Health Plan, Inc.","Small Group","URR"
2016,"ID",60597,"PacificSource Health Plans, Inc.","Individual","URR"
2016,"ID",60597,"PacificSource Health Plans, Inc.","Small Group","URR"
2017,"ID",60597,"PacificSource Health Plans","Individual","URR"
2017,"ID",60597,"PacificSource Health Plans","Small Group","URR"
2014,"ID",61175,"Altius Health Plans Inc.","Individual","URR"
2015,"ID",61175,"Altius Health Plans Inc.","Small Group","URR"
2015,"ID",61175,"Aetna Health of Utah Inc.","Small Group","URR"
2016,"ID",61175,"Altius Health Plans Inc.","Small Group","URR"
2017,"ID",61175,"Aetna Health of Utah Inc.","Small Group","URR"
2014,"ID",61589,"Blue Cross of Idaho Health Service, Inc.","Small Group","URR"
2014,"ID",61589,"Blue Cross of Idaho Health Service, Inc.","Individual","URR"
2015,"ID",61589,"Blue Cross of Idaho Health Service, Inc.","Individual","URR"
2015,"ID",61589,"Blue Cross of Idaho Health Service, Inc.","Small Group","URR"
2016,"ID",61589,"Blue Cross of Idaho Health Service, Inc.","Individual","URR"
2016,"ID",61589,"Blue Cross of Idaho Health Service, Inc.","Small Group","URR"
2017,"ID",61589,"Blue Cross of Idaho Health Service, Inc.","Small Group","URR"
2017,"ID",61589,"Blue Cross of Idaho Health Service, Inc.","Individual","URR"
2014,"ID",72114,"WMI Mutual Insurance Company","Small Group","URR"
2015,"ID",72114,"WMI Mutual Insurance Company","Small Group","URR"
2016,"ID",72114,"WMI Mutual Insurance Company","Small Group","URR"
2017,"ID",72114,"WMI Mutual Insurance Company","Small Group","URR"
2017,"IL",11513,"Family Health Network, Inc.","Individual","URR"
2016,"IL",13809,"All Savers Insurance Company","Individual","URR"
2016,"IL",13947,"UNITEDHEALTHCARE INSURANCE COMPANY","Small Group","URR"
2017,"IL",13947,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"IL",16724,"UnitedHealthcare of the Midwest, Inc.","Individual","URR"
2016,"IL",16724,"UnitedHealthcare of the Midwest, Inc.","Individual","URR"
2015,"IL",18389,"Pekin Life Insurance Company","Small Group","URR"
2016,"IL",18389,"Pekin Life Insurance Company","Small Group","URR"
2017,"IL",18389,"Pekin Life Insurance Company","Small Group","URR"
2014,"IL",20129,"Health Alliance Medical Plan","Small Group","URR"
2014,"IL",20129,"Health Alliance Medical Plan","Individual","URR"
2015,"IL",20129,"Health Alliance Medical Plans","Small Group","URR"
2015,"IL",20129,"Health Alliance Medical Plans","Individual","URR"
2016,"IL",20129,"Health Alliance Medical Plans","Individual","URR"
2016,"IL",20129,"Health Alliance Medical Plans","Small Group","URR"
2017,"IL",20129,"Health Alliance Medical Plans","Small Group","URR"
2017,"IL",20129,"Health Alliance Medical Plans","Individual","URR"
2014,"IL",24301,"Medical Associates Health Plans","Small Group","URR"
2015,"IL",24301,"Medical Associates Health Plan, Inc.","Small Group","URR"
2016,"IL",24301,"Medical Associates Health Plan Inc","Small Group","URR"
2017,"IL",24301,"Medical Associates Health Plan, Inc.","Small Group","URR"
2014,"IL",27833,"Celtic Insurance Company","Individual","URR"
2015,"IL",27833,"Celtic Insurance Company","Individual","URR"
2016,"IL",27833,"Celtic Insurance Company","Individual","URR"
2017,"IL",27833,"Celtic Insurance Company","Individual","URR"
2014,"IL",33798,"Golden Rule Insurance Company","Individual","URR"
2015,"IL",33798,"Golden Rule Insurance Company","Individual","URR"
2017,"IL",33798,"Golden Rule Insurance Company","Individual","URR"
2014,"IL",34446,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2015,"IL",34446,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2016,"IL",34446,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2017,"IL",34446,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2017,"IL",35296,"National Health Insurance Company","Small Group","URR"
2014,"IL",35670,"CHL IL","Individual","URR"
2014,"IL",35670,"Coventry Health and Life Insurance Company","Small Group","URR"
2015,"IL",35670,"Coventry Health and Life Insurance Company","Individual","URR"
2015,"IL",35670,"CHL IL","Small Group","URR"
2016,"IL",35670,"Coventry Health & Life Insurance Company","Individual","URR"
2016,"IL",35670,"Coventry Health & Life Insurance Company","Small Group","URR"
2017,"IL",35670,"Coventry Health & Life Insurance Company","Individual","URR"
2014,"IL",36096,"Blue Cross Blue Shield of Illinois","Individual","URR"
2014,"IL",36096,"Blue Cross Blue Shield of Illinois","Small Group","URR"
2015,"IL",36096,"Blue Cross Blue Shield of Illinois","Individual","URR"
2015,"IL",36096,"Blue Cross Blue Shield of Illinois","Small Group","URR"
2016,"IL",36096,"Blue Cross Blue Shield of Illinois","Individual","URR"
2016,"IL",36096,"Blue Cross Blue Shield of Illinois","Small Group","URR"
2017,"IL",36096,"Blue Cross Blue Shield of Illinois","Individual","URR"
2017,"IL",36096,"Blue Cross Blue Shield of Illinois","Small Group","URR"
2014,"IL",42529,"UnitedHealthcare of Illinois, Inc.","Small Group","URR"
2016,"IL",42529,"UNITEDHEALTHCARE OF ILLINOIS INC.","Small Group","URR"
2017,"IL",42529,"UnitedHealthcare of Illinois, Inc.","Small Group","URR"
2014,"IL",53586,"Nippon Life Insurance Company of America","Small Group","URR"
2015,"IL",53586,"Nippon Life Insurance Company of America","Small Group","URR"
2016,"IL",53586,"Nippon Life Insurance Company of America","Small Group","URR"
2017,"IL",53882,"Cigna HealthCare of Illinois, Inc.","Individual","URR"
2015,"IL",57020,"John Alden Life Insurance Company","Small Group","URR"
2014,"IL",58239,"UnitedHealthcare Plan of the River Valley, Inc.","Small Group","URR"
2015,"IL",58239,"UnitedHealthcare Plan of the River Valley, Inc.","Small Group","URR"
2016,"IL",58239,"UnitedHealthcare Plan of the River Valley, Inc.","Small Group","URR"
2017,"IL",58239,"UnitedHealthcare Plan of the River Valley, Inc.","Small Group","URR"
2014,"IL",58288,"Humana Health Plan, Inc.","Individual","URR"
2015,"IL",58288,"Humana Health Plan","Small Group","URR"
2015,"IL",58288,"Humana Health Plan, Inc.","Individual","URR"
2016,"IL",58288,"Humana Health Plan","Small Group","URR"
2016,"IL",58288,"Humana Health Plan, Inc.","Individual","URR"
2017,"IL",58288,"Humana Health Plan, Inc.","Individual","URR"
2017,"IL",58288,"Humana Health Plan","Small Group","URR"
2014,"IL",66143,"Federated Mutual Insurance Company","Small Group","URR"
2015,"IL",66143,"Federated Mutual Insurance Company","Small Group","URR"
2016,"IL",66143,"Federated Mutual Insurance Company","Small Group","URR"
2017,"IL",66143,"Federated Mutual Insurance Company","Small Group","URR"
2015,"IL",66303,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"IL",66303,"UnitedHealthcare Life Insurance Company","Individual","URR"
2015,"IL",67807,"Time Insurance Company","Individual","URR"
2015,"IL",67807,"Time Insurance Company","Small Group","URR"
2014,"IL",68303,"Humana Insurance Company","Individual","URR"
2015,"IL",68303,"Humana Insurance Company","Small Group","URR"
2015,"IL",68303,"Humana Insurance Company","Individual","URR"
2016,"IL",68303,"Humana Insurance Company","Small Group","URR"
2016,"IL",68303,"Humana Insurance Company","Individual","URR"
2017,"IL",68303,"Humana Insurance Company","Small Group","URR"
2015,"IL",68432,"IlliniCare Health Plan","Individual","URR"
2016,"IL",68432,"IlliniCare Health Plan","Individual","URR"
2017,"IL",68432,"IlliniCare Health Plan","Individual","URR"
2014,"IL",72547,"Aetna Life Insurance Company","Individual","URR"
2015,"IL",72547,"Aetna Life Insurance Company","Small Group","URR"
2015,"IL",72547,"Aetna Life Insurance Company","Individual","URR"
2016,"IL",72547,"Aetna Life Insurance Company","Individual","URR"
2016,"IL",72547,"Aetna Life Insurance Company","Small Group","URR"
2017,"IL",72547,"Aetna Life Insurance Company","Small Group","URR"
2014,"IL",75104,"Coventry Health Care of Missouri, Inc.","Small Group","URR"
2014,"IL",75104,"CHC-MO","Individual","URR"
2015,"IL",75104,"Coventry Health Care of Missouri","Individual","URR"
2015,"IL",75104,"Coventry Healthcare of Missouri","Small Group","URR"
2016,"IL",75104,"Coventry Health Care of Missouri, Inc.","Small Group","URR"
2015,"IL",78009,"US Health and Life Insurance Company","Small Group","URR"
2016,"IL",78009,"US Health and Life Insurance Company","Small Group","URR"
2017,"IL",78009,"US Health and Life Insurance Company","Small Group","URR"
2016,"IL",78463,"Midwest Life Insurance Company","Small Group","URR"
2016,"IL",78463,"Harken Health Insurance Company","Individual","URR"
2017,"IL",78463,"Harken Health Insurance Company","Small Group","URR"
2017,"IL",78463,"Harken Health Insurance Company","Individual","URR"
2014,"IL",79763,"Land of Lincoln Mutual Health Insurance Company","Small Group","URR"
2014,"IL",79763,"Land of Lincoln Mutual Health Insurance Company","Individual","URR"
2015,"IL",79763,"Land of Lincoln Mutual Health Insurance Company","Small Group","URR"
2015,"IL",79763,"Land of Lincoln Mutual Health Insurance Company","Individual","URR"
2016,"IL",79763,"Land of Lincoln Mutual Health Insurance Company","Individual","URR"
2016,"IL",79763,"Land of Lincoln Mutual Health Insurance Company","Small Group","URR"
