"year","fips_county","county_name","state_code","issuer_id","issuer_name","plans"
2016,"27019","Carver County","MN",85736,"UCare Minnesota",6
2016,"27021","Cass County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27021","Cass County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27021","Cass County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27021","Cass County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27023","Chippewa County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27023","Chippewa County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27023","Chippewa County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27023","Chippewa County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27025","Chisago County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27025","Chisago County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27025","Chisago County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27025","Chisago County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27025","Chisago County","MN",85736,"UCare Minnesota",6
2016,"27027","Clay County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27027","Clay County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27027","Clay County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27027","Clay County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27029","Clearwater County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27029","Clearwater County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27029","Clearwater County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27029","Clearwater County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27031","Cook County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27031","Cook County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27031","Cook County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27031","Cook County","MN",85736,"UCare Minnesota",4
2016,"27033","Cottonwood County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27033","Cottonwood County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27033","Cottonwood County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27033","Cottonwood County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27035","Crow Wing County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27035","Crow Wing County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27035","Crow Wing County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27035","Crow Wing County","MN",85736,"UCare Minnesota",4
2016,"27037","Dakota County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27037","Dakota County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27037","Dakota County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27037","Dakota County","MN",65847,"Medica Health Plans of Wisconsin",30
2016,"27037","Dakota County","MN",85736,"UCare Minnesota",6
2016,"27039","Dodge County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27039","Dodge County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27039","Dodge County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27041","Douglas County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27041","Douglas County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27041","Douglas County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27041","Douglas County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27043","Faribault County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27043","Faribault County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27043","Faribault County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27045","Fillmore County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27045","Fillmore County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27045","Fillmore County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27047","Freeborn County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27047","Freeborn County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27047","Freeborn County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27049","Goodhue County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27049","Goodhue County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27049","Goodhue County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27051","Grant County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27051","Grant County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27051","Grant County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27051","Grant County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27053","Hennepin County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27053","Hennepin County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27053","Hennepin County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27053","Hennepin County","MN",65847,"Medica Health Plans of Wisconsin",40
2016,"27053","Hennepin County","MN",85736,"UCare Minnesota",6
2016,"27055","Houston County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27055","Houston County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27055","Houston County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27057","Hubbard County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27057","Hubbard County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27057","Hubbard County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27057","Hubbard County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27059","Isanti County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27059","Isanti County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27059","Isanti County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27059","Isanti County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27059","Isanti County","MN",85736,"UCare Minnesota",6
2016,"27061","Itasca County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27061","Itasca County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27061","Itasca County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27063","Jackson County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27063","Jackson County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27063","Jackson County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27063","Jackson County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27065","Kanabec County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27065","Kanabec County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27065","Kanabec County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27065","Kanabec County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27065","Kanabec County","MN",85736,"UCare Minnesota",4
2016,"27067","Kandiyohi County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27067","Kandiyohi County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27067","Kandiyohi County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27067","Kandiyohi County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27069","Kittson County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27069","Kittson County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27069","Kittson County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27071","Koochiching County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27071","Koochiching County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27071","Koochiching County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27073","Lac Qui Parle County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27073","Lac Qui Parle County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27073","Lac Qui Parle County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27073","Lac Qui Parle County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27075","Lake County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27075","Lake County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27075","Lake County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27075","Lake County","MN",85736,"UCare Minnesota",4
2016,"27077","Lake of the Woods County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27077","Lake of the Woods County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27077","Lake of the Woods County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27079","Le Sueur County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27079","Le Sueur County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27079","Le Sueur County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27081","Lincoln County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27081","Lincoln County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27081","Lincoln County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27081","Lincoln County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27083","Lyon County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27083","Lyon County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27083","Lyon County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27083","Lyon County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27085","McLeod County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27085","McLeod County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27085","McLeod County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27085","McLeod County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27087","Mahnomen County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27087","Mahnomen County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27087","Mahnomen County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27087","Mahnomen County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27089","Marshall County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27089","Marshall County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27089","Marshall County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27089","Marshall County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27091","Martin County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27091","Martin County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27091","Martin County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27093","Meeker County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27093","Meeker County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27093","Meeker County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27095","Mille Lacs County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27095","Mille Lacs County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27095","Mille Lacs County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27095","Mille Lacs County","MN",85736,"UCare Minnesota",4
2016,"27097","Morrison County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27097","Morrison County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27097","Morrison County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27097","Morrison County","MN",85736,"UCare Minnesota",4
2016,"27099","Mower County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27099","Mower County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27099","Mower County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27101","Murray County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27101","Murray County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27101","Murray County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27101","Murray County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27103","Nicollet County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27103","Nicollet County","MN",57129,"HMO Minnesota dba Blue Plus",6
2016,"27103","Nicollet County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27105","Nobles County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27105","Nobles County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27105","Nobles County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27105","Nobles County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27107","Norman County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27107","Norman County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27107","Norman County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27107","Norman County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27109","Olmsted County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27109","Olmsted County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27109","Olmsted County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27111","Otter Tail County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27111","Otter Tail County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27111","Otter Tail County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27111","Otter Tail County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27113","Pennington County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27113","Pennington County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27113","Pennington County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27113","Pennington County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27115","Pine County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27115","Pine County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27115","Pine County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27115","Pine County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27115","Pine County","MN",85736,"UCare Minnesota",4
2016,"27117","Pipestone County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27117","Pipestone County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27117","Pipestone County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27117","Pipestone County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27119","Polk County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27119","Polk County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27119","Polk County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27119","Polk County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27121","Pope County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27121","Pope County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27121","Pope County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27121","Pope County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27123","Ramsey County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27123","Ramsey County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27123","Ramsey County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27123","Ramsey County","MN",65847,"Medica Health Plans of Wisconsin",40
2016,"27123","Ramsey County","MN",85736,"UCare Minnesota",6
2016,"27125","Red Lake County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27125","Red Lake County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27125","Red Lake County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27125","Red Lake County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27127","Redwood County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27127","Redwood County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27127","Redwood County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27127","Redwood County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27129","Renville County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27129","Renville County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27129","Renville County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27129","Renville County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27131","Rice County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27131","Rice County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27131","Rice County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27133","Rock County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27133","Rock County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27133","Rock County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27133","Rock County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27135","Roseau County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27135","Roseau County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27135","Roseau County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27137","St. Louis County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27137","St. Louis County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27137","St. Louis County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27137","St. Louis County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27137","St. Louis County","MN",85736,"UCare Minnesota",4
2016,"27139","Scott County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27139","Scott County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27139","Scott County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27139","Scott County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27139","Scott County","MN",85736,"UCare Minnesota",6
2016,"27141","Sherburne County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27141","Sherburne County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27141","Sherburne County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27141","Sherburne County","MN",65847,"Medica Health Plans of Wisconsin",30
2016,"27141","Sherburne County","MN",85736,"UCare Minnesota",6
2016,"27143","Sibley County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27143","Sibley County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27143","Sibley County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27145","Stearns County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27145","Stearns County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27145","Stearns County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27145","Stearns County","MN",85736,"UCare Minnesota",4
2016,"27147","Steele County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27147","Steele County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27147","Steele County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27149","Stevens County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27149","Stevens County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27149","Stevens County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27149","Stevens County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27151","Swift County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27151","Swift County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27151","Swift County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27151","Swift County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27153","Todd County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27153","Todd County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27153","Todd County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27155","Traverse County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27155","Traverse County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27155","Traverse County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27155","Traverse County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27157","Wabasha County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27157","Wabasha County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27157","Wabasha County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27159","Wadena County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27159","Wadena County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27159","Wadena County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27159","Wadena County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27161","Waseca County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27161","Waseca County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27161","Waseca County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27163","Washington County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27163","Washington County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27163","Washington County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27163","Washington County","MN",65847,"Medica Health Plans of Wisconsin",30
2016,"27163","Washington County","MN",85736,"UCare Minnesota",6
2016,"27165","Watonwan County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27165","Watonwan County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27165","Watonwan County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27167","Wilkin County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27167","Wilkin County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27167","Wilkin County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27167","Wilkin County","MN",65847,"Medica Health Plans of Wisconsin",10
2016,"27169","Winona County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27169","Winona County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27169","Winona County","MN",65847,"Medica Health Plans of Wisconsin",20
2016,"27171","Wright County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27171","Wright County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27171","Wright County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27171","Wright County","MN",65847,"Medica Health Plans of Wisconsin",30
2016,"27171","Wright County","MN",85736,"UCare Minnesota",4
2016,"27173","Yellow Medicine County","MN",34102,"Group Health, Inc. dba HealthPartners",12
2016,"27173","Yellow Medicine County","MN",49316,"Blue Cross Blue Shield of Minnesota",10
2016,"27173","Yellow Medicine County","MN",57129,"HMO Minnesota dba Blue Plus",3
2016,"27173","Yellow Medicine County","MN",65847,"Medica Health Plans of Wisconsin",10
2017,"27001","Aitkin County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27001","Aitkin County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27001","Aitkin County","MN",85736,"UCare Minnesota",4
2017,"27003","Anoka County","MN",34102,"Group Health, Inc. dba HealthPartners",7
2017,"27003","Anoka County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27003","Anoka County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27003","Anoka County","MN",85736,"UCare Minnesota",6
2017,"27005","Becker County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27005","Becker County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27007","Beltrami County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27007","Beltrami County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27009","Benton County","MN",34102,"Group Health, Inc. dba HealthPartners",7
2017,"27009","Benton County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27009","Benton County","MN",85736,"UCare Minnesota",4
2017,"27011","Big Stone County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27011","Big Stone County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27013","Blue Earth County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27013","Blue Earth County","MN",65847,"Medica Health Plans of Wisconsin",14
2017,"27015","Brown County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27015","Brown County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27017","Carlton County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27017","Carlton County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27017","Carlton County","MN",85736,"UCare Minnesota",4
2017,"27019","Carver County","MN",34102,"Group Health, Inc. dba HealthPartners",7
2017,"27019","Carver County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27019","Carver County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27019","Carver County","MN",85736,"UCare Minnesota",6
2017,"27021","Cass County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27021","Cass County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27023","Chippewa County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27023","Chippewa County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27025","Chisago County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27025","Chisago County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27025","Chisago County","MN",85736,"UCare Minnesota",6
2017,"27027","Clay County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27027","Clay County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27029","Clearwater County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27029","Clearwater County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27031","Cook County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27031","Cook County","MN",85736,"UCare Minnesota",4
2017,"27033","Cottonwood County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27033","Cottonwood County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27035","Crow Wing County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27035","Crow Wing County","MN",85736,"UCare Minnesota",4
2017,"27037","Dakota County","MN",34102,"Group Health, Inc. dba HealthPartners",7
2017,"27037","Dakota County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27037","Dakota County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27037","Dakota County","MN",85736,"UCare Minnesota",6
2017,"27039","Dodge County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27039","Dodge County","MN",65847,"Medica Health Plans of Wisconsin",14
2017,"27041","Douglas County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27041","Douglas County","MN",65847,"Medica Health Plans of Wisconsin",7
2017,"27043","Faribault County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27043","Faribault County","MN",65847,"Medica Health Plans of Wisconsin",14
2017,"27045","Fillmore County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27045","Fillmore County","MN",65847,"Medica Health Plans of Wisconsin",14
2017,"27047","Freeborn County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27047","Freeborn County","MN",65847,"Medica Health Plans of Wisconsin",14
2017,"27049","Goodhue County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27049","Goodhue County","MN",65847,"Medica Health Plans of Wisconsin",14
2017,"27051","Grant County","MN",57129,"HMO Minnesota dba Blue Plus",3
2017,"27051","Grant County","MN",65847,"Medica Health Plans of Wisconsin",7
