County FIPS Code,State Name,County Name,No CSR,Yes CSR,Total Plan Selections
48291,TX,Liberty County,1213,1579,2792
48293,TX,Limestone County,287,470,757
48295,TX,Lipscomb County,29,53,82
48297,TX,Live Oak County,194,237,431
48299,TX,Llano County,454,598,1052
48301,TX,Loving County,.,.,.
48303,TX,Lubbock County,4447,4948,9395
48305,TX,Lynn County,68,94,162
48307,TX,McCulloch County,105,165,270
48309,TX,McLennan County,3329,4529,7858
48311,TX,McMullen County,24,26,50
48313,TX,Madison County,150,241,391
48315,TX,Marion County,158,259,417
48317,TX,Martin County,56,90,146
48319,TX,Mason County,94,98,192
48321,TX,Matagorda County,698,904,1602
48323,TX,Maverick County,973,1841,2814
48325,TX,Medina County,837,1216,2053
48327,TX,Menard County,45,48,93
48329,TX,Midland County,2330,2324,4654
48331,TX,Milam County,357,455,812
48333,TX,Mills County,73,119,192
48335,TX,Mitchell County,102,111,213
48337,TX,Montague County,341,455,796
48339,TX,Montgomery County,11032,12040,23072
48341,TX,Moore County,216,325,541
48343,TX,Morris County,157,265,422
48345,TX,Motley County,14,20,34
48347,TX,Nacogdoches County,1734,1098,2832
48349,TX,Navarro County,732,1135,1867
48351,TX,Newton County,201,295,496
48353,TX,Nolan County,212,240,452
48355,TX,Nueces County,5826,6972,12798
48357,TX,Ochiltree County,188,166,354
48359,TX,Oldham County,45,39,84
48361,TX,Orange County,1018,1349,2367
48363,TX,Palo Pinto County,504,809,1313
48365,TX,Panola County,364,483,847
48367,TX,Parker County,2694,2886,5580
48369,TX,Parmer County,93,181,274
48371,TX,Pecos County,213,292,505
48373,TX,Polk County,934,1193,2127
48375,TX,Potter County,1251,1972,3223
48377,TX,Presidio County,123,146,269
48379,TX,Rains County,186,274,460
48381,TX,Randall County,1974,2022,3996
48383,TX,Reagan County,60,52,112
48385,TX,Real County,82,109,191
48387,TX,Red River County,207,298,505
48389,TX,Reeves County,119,198,317
48391,TX,Refugio County,115,165,280
48393,TX,Roberts County,.,.,21
48395,TX,Robertson County,254,373,627
48397,TX,Rockwall County,2302,2250,4552
48399,TX,Runnels County,203,227,430
48401,TX,Rusk County,705,1000,1705
48403,TX,Sabine County,168,211,379
48405,TX,San Augustine County,167,189,356
48407,TX,San Jacinto County,415,574,989
48409,TX,San Patricio County,1190,1330,2520
48411,TX,San Saba County,83,160,243
48413,TX,Schleicher County,42,44,86
48415,TX,Scurry County,189,243,432
48417,TX,Shackelford County,68,77,145
48419,TX,Shelby County,367,485,852
48421,TX,Sherman County,39,46,85
48423,TX,Smith County,3907,5354,9261
48425,TX,Somervell County,173,206,379
48427,TX,Starr County,846,2759,3605
48429,TX,Stephens County,166,249,415
48431,TX,Sterling County,21,40,61
48433,TX,Stonewall County,25,24,49
48435,TX,Sutton County,107,67,174
48437,TX,Swisher County,118,123,241
48439,TX,Tarrant County,49555,51278,100833
48441,TX,Taylor County,1855,2272,4127
48443,TX,Terrell County,32,42,74
48445,TX,Terry County,146,192,338
48447,TX,Throckmorton County,19,35,54
48449,TX,Titus County,304,591,895
48451,TX,Tom Green County,1711,2357,4068
48453,TX,Travis County,36198,36895,73093
48455,TX,Trinity County,147,260,407
48457,TX,Tyler County,386,340,726
48459,TX,Upshur County,682,929,1611
48461,TX,Upton County,33,33,66
48463,TX,Uvalde County,573,1155,1728
48465,TX,Val Verde County,898,1748,2646
48467,TX,Van Zandt County,1055,1459,2514
48469,TX,Victoria County,1299,1570,2869
48471,TX,Walker County,652,922,1574
48473,TX,Waller County,796,1070,1866
48475,TX,Ward County,145,168,313
48477,TX,Washington County,613,716,1329
48479,TX,Webb County,5426,10379,15805
48481,TX,Wharton County,718,1030,1748
48483,TX,Wheeler County,92,88,180
48485,TX,Wichita County,1443,1897,3340
48487,TX,Wilbarger County,107,186,293
48489,TX,Willacy County,315,841,1156
48491,TX,Williamson County,12842,12615,25457
48493,TX,Wilson County,790,1043,1833
48495,TX,Winkler County,100,124,224
48497,TX,Wise County,1323,1571,2894
48499,TX,Wood County,723,1155,1878
48501,TX,Yoakum County,113,106,219
48503,TX,Young County,348,352,700
48505,TX,Zapata County,139,394,533
48507,TX,Zavala County,168,434,602
49001,UT,Beaver County,121,261,382
49003,UT,Box Elder County,904,1744,2648
49005,UT,Cache County,2684,4637,7321
49007,UT,Carbon County,291,639,930
49009,UT,Daggett County,22,49,71
49011,UT,Davis County,6557,9874,16431
49013,UT,Duchesne County,352,619,971
49015,UT,Emery County,105,306,411
49017,UT,Garfield County,119,257,376
49019,UT,Grand County,351,670,1021
49021,UT,Iron County,983,1912,2895
49023,UT,Juab County,268,437,705
49025,UT,Kane County,194,369,563
49027,UT,Millard County,194,460,654
49029,UT,Morgan County,226,357,583
49031,UT,Piute County,23,88,111
49033,UT,Rich County,69,152,221
49035,UT,Salt Lake County,23965,41103,65068
49037,UT,San Juan County,136,203,339
49039,UT,Sanpete County,501,1063,1564
49041,UT,Sevier County,410,993,1403
49043,UT,Summit County,1814,1620,3434
49045,UT,Tooele County,941,1672,2613
49047,UT,Uintah County,589,1022,1611
49049,UT,Utah County,13629,23793,37422
49051,UT,Wasatch County,999,1513,2512
49053,UT,Washington County,4369,7677,12046
49055,UT,Wayne County,88,104,192
49057,UT,Weber County,3883,7252,11135
51001,VA,Accomack County,609,1100,1709
51003,VA,Albemarle County,2999,2490,5489
51005,VA,Alleghany County,225,828,1053
51007,VA,Amelia County,299,479,778
51009,VA,Amherst County,569,847,1416
51011,VA,Appomattox County,421,424,845
51013,VA,Arlington County,5813,4922,10735
51015,VA,Augusta County,1872,2164,4036
51017,VA,Bath County,100,176,276
51019,VA,Bedford County,1887,2188,4075
51021,VA,Bland County,57,122,179
51023,VA,Botetourt County,699,817,1516
51025,VA,Brunswick County,287,465,752
51027,VA,Buchanan County,203,461,664
51029,VA,Buckingham County,255,448,703
51031,VA,Campbell County,1168,1460,2628
51033,VA,Caroline County,515,750,1265
51035,VA,Carroll County,474,1028,1502
51036,VA,Charles City County,152,217,369
51037,VA,Charlotte County,251,366,617
51041,VA,Chesterfield County,8625,9474,18099
51043,VA,Clarke County,371,410,781
51045,VA,Craig County,86,136,222
51047,VA,Culpeper County,891,1468,2359
51049,VA,Cumberland County,197,314,511
51051,VA,Dickenson County,149,334,483
51053,VA,Dinwiddie County,453,580,1033
51057,VA,Essex County,203,354,557
51059,VA,Fairfax County,33028,40063,73091
51061,VA,Fauquier County,1753,1572,3325
51063,VA,Floyd County,449,764,1213
51065,VA,Fluvanna County,550,690,1240
51067,VA,Franklin County,1190,1763,2953
51069,VA,Frederick County,1639,2034,3673
51071,VA,Giles County,270,393,663
51073,VA,Gloucester County,717,1007,1724
51075,VA,Goochland County,763,632,1395
51077,VA,Grayson County,258,596,854
51079,VA,Greene County,461,511,972
51081,VA,Greensville County,176,336,512
51083,VA,Halifax County,631,1135,1766
51085,VA,Hanover County,2826,2889,5715
51087,VA,Henrico County,9706,10652,20358
51089,VA,Henry County,1263,2143,3406
51091,VA,Highland County,67,132,199
51093,VA,Isle of Wight County,607,819,1426
51095,VA,James City County,1324,1485,2809
51097,VA,King and Queen County,151,222,373
51099,VA,King George County,324,415,739
51101,VA,King William County,339,419,758
51103,VA,Lancaster County,272,436,708
51105,VA,Lee County,241,424,665
51107,VA,Loudoun County,9276,9838,19114
51109,VA,Louisa County,805,958,1763
51111,VA,Lunenburg County,181,356,537
51113,VA,Madison County,268,431,699
51115,VA,Mathews County,200,318,518
51117,VA,Mecklenburg County,525,1074,1599
51119,VA,Middlesex County,329,377,706
51121,VA,Montgomery County,1579,1980,3559
51125,VA,Nelson County,514,570,1084
51127,VA,New Kent County,476,490,966
51131,VA,Northampton County,336,504,840
51133,VA,Northumberland County,273,398,671
51135,VA,Nottoway County,210,361,571
51137,VA,Orange County,784,938,1722
51139,VA,Page County,424,751,1175
51141,VA,Patrick County,329,593,922
51143,VA,Pittsylvania County,1614,2407,4021
51145,VA,Powhatan County,744,784,1528
51147,VA,Prince Edward County,355,532,887
51149,VA,Prince George County,439,539,978
51153,VA,Prince William County,11363,16385,27748
51155,VA,Pulaski County,477,638,1115
51157,VA,Rappahannock County,259,330,589
51159,VA,Richmond County,168,243,411
51161,VA,Roanoke County,2022,2753,4775
51163,VA,Rockbridge County,553,962,1515
51165,VA,Rockingham County,1577,2188,3765
51167,VA,Russell County,332,626,958
51169,VA,Scott County,207,444,651
51171,VA,Shenandoah County,869,1169,2038
51173,VA,Smyth County,335,844,1179
51175,VA,Southampton County,283,415,698
51177,VA,Spotsylvania County,2448,3274,5722
51179,VA,Stafford County,2401,2803,5204
51181,VA,Surry County,154,225,379
51183,VA,Sussex County,146,272,418
51185,VA,Tazewell County,525,900,1425
51187,VA,Warren County,856,878,1734
51191,VA,Washington County,885,1654,2539
51193,VA,Westmoreland County,313,496,809
51195,VA,Wise County,347,845,1192
51197,VA,Wythe County,330,732,1062
51199,VA,York County,1063,1278,2341
51510,VA,Alexandria city,4096,4766,8862
51515,VA,Bedford city,52,89,141
51520,VA,Bristol city,240,434,674
51530,VA,Buena Vista city,68,119,187
51540,VA,Charlottesville city,1646,1272,2918
51550,VA,Chesapeake city,3682,5445,9127
51570,VA,Colonial Heights city,345,523,868
51580,VA,Covington city,47,158,205
51590,VA,Danville city,812,1311,2123
51595,VA,Emporia city,21,64,85
51600,VA,Fairfax city,785,791,1576
51610,VA,Falls Church city,525,538,1063
51620,VA,Franklin city,115,201,316
51630,VA,Fredericksburg city,534,721,1255
51640,VA,Galax city,84,165,249
51650,VA,Hampton city,1959,3353,5312
51660,VA,Harrisonburg city,628,982,1610
51670,VA,Hopewell city,284,520,804
51678,VA,Lexington city,83,94,177
51680,VA,Lynchburg city,1433,1776,3209
51683,VA,Manassas city,883,1295,2178
51685,VA,Manassas Park city,380,702,1082
51690,VA,Martinsville city,327,531,858
51700,VA,Newport News city,2621,4286,6907
51710,VA,Norfolk city,3544,5414,8958
51720,VA,Norton city,18,63,81
51730,VA,Petersburg city,457,806,1263
51735,VA,Poquoson city,197,242,439
51740,VA,Portsmouth city,1383,2190,3573
51750,VA,Radford city,184,294,478
51760,VA,Richmond city,6573,7544,14117
51770,VA,Roanoke city,1770,2654,4424
51775,VA,Salem city,454,636,1090
51790,VA,Staunton city,513,605,1118
51800,VA,Suffolk city,1169,1805,2974
51810,VA,Virginia Beach city,8651,13056,21707
51820,VA,Waynesboro city,374,446,820
51830,VA,Williamsburg city,209,323,532
51840,VA,Winchester city,528,688,1216
55001,WI,Adams County,353,475,828
55003,WI,Ashland County,444,543,987
55005,WI,Barron County,1218,1297,2515
55007,WI,Bayfield County,558,556,1114
55009,WI,Brown County,5124,5365,10489
55011,WI,Buffalo County,475,488,963
55013,WI,Burnett County,401,465,866
55015,WI,Calumet County,919,867,1786
55017,WI,Chippewa County,1553,1615,3168
55019,WI,Clark County,896,1013,1909
55021,WI,Columbia County,783,1073,1856
55023,WI,Crawford County,312,378,690
55025,WI,Dane County,7632,8949,16581
55027,WI,Dodge County,1419,1715,3134
55029,WI,Door County,1570,1221,2791
55031,WI,Douglas County,730,890,1620
55033,WI,Dunn County,837,862,1699
55035,WI,Eau Claire County,1998,2248,4246
55037,WI,Florence County,.,.,245
55039,WI,Fond du Lac County,1795,1868,3663
55041,WI,Forest County,219,317,536
55043,WI,Grant County,815,1385,2200
55045,WI,Green County,617,830,1447
55047,WI,Green Lake County,281,354,635
55049,WI,Iowa County,412,650,1062
55051,WI,Iron County,220,335,555
55053,WI,Jackson County,386,493,879
55055,WI,Jefferson County,1402,1689,3091
55057,WI,Juneau County,334,524,858
55059,WI,Kenosha County,2587,3899,6486
55061,WI,Kewaunee County,572,558,1130
55063,WI,La Crosse County,2124,2030,4154
55065,WI,Lafayette County,286,536,822
55067,WI,Langlade County,449,707,1156
55069,WI,Lincoln County,622,909,1531
55071,WI,Manitowoc County,1828,1942,3770
55073,WI,Marathon County,2999,3526,6525
55075,WI,Marinette County,1034,1335,2369
55077,WI,Marquette County,256,357,613
55078,WI,Menominee County,.,.,37
55079,WI,Milwaukee County,15108,23134,38242
55081,WI,Monroe County,832,790,1622
55083,WI,Oconto County,1011,1098,2109
55085,WI,Oneida County,1328,1371,2699
55087,WI,Outagamie County,3491,3732,7223
55089,WI,Ozaukee County,2331,1934,4265
55091,WI,Pepin County,223,235,458
55093,WI,Pierce County,846,799,1645
55095,WI,Polk County,1112,1318,2430
55097,WI,Portage County,1537,1847,3384
55099,WI,Price County,376,517,893
55101,WI,Racine County,3051,4100,7151
55103,WI,Richland County,240,484,724
55105,WI,Rock County,2011,2996,5007
55107,WI,Rusk County,326,507,833
55109,WI,St. Croix County,1757,1642,3399
55111,WI,Sauk County,973,1451,2424
55113,WI,Sawyer County,463,520,983
55115,WI,Shawano County,1094,1233,2327
55117,WI,Sheboygan County,2263,2301,4564
55119,WI,Taylor County,537,632,1169
55121,WI,Trempealeau County,615,566,1181
55123,WI,Vernon County,623,594,1217
55125,WI,Vilas County,1024,1121,2145
55127,WI,Walworth County,2517,2484,5001
55129,WI,Washburn County,433,560,993
55131,WI,Washington County,2915,2756,5671
55133,WI,Waukesha County,7844,6503,14347
55135,WI,Waupaca County,1154,1431,2585
55137,WI,Waushara County,494,619,1113
55139,WI,Winnebago County,2800,3601,6401
55141,WI,Wood County,1771,2049,3820
54001,WV,Barbour County,144,162,306
54003,WV,Berkeley County,1071,1164,2235
54005,WV,Boone County,139,175,314
54007,WV,Braxton County,130,226,356
54009,WV,Brooke County,263,260,523
54011,WV,Cabell County,994,829,1823
54013,WV,Calhoun County,62,80,142
54015,WV,Clay County,63,109,172
54017,WV,Doddridge County,71,70,141
54019,WV,Fayette County,356,541,897
54021,WV,Gilmer County,74,62,136
54023,WV,Grant County,82,131,213
54025,WV,Greenbrier County,424,550,974
54027,WV,Hampshire County,276,248,524
54029,WV,Hancock County,389,336,725
54031,WV,Hardy County,141,188,329
54033,WV,Harrison County,818,680,1498
54035,WV,Jackson County,254,255,509
54037,WV,Jefferson County,762,598,1360
54039,WV,Kanawha County,1982,1848,3830
54041,WV,Lewis County,163,175,338
54043,WV,Lincoln County,173,198,371
54045,WV,Logan County,219,304,523
54047,WV,McDowell County,69,129,198
54049,WV,Marion County,590,485,1075
54051,WV,Marshall County,303,281,584
54053,WV,Mason County,241,205,446
54055,WV,Mercer County,560,673,1233
54057,WV,Mineral County,219,276,495
54059,WV,Mingo County,161,294,455
54061,WV,Monongalia County,1023,931,1954
54063,WV,Monroe County,201,283,484
54065,WV,Morgan County,199,216,415
54067,WV,Nicholas County,280,333,613
54069,WV,Ohio County,536,502,1038
54071,WV,Pendleton County,90,190,280
54073,WV,Pleasants County,73,62,135
54075,WV,Pocahontas County,125,165,290
54077,WV,Preston County,283,333,616
54079,WV,Putnam County,688,517,1205
54081,WV,Raleigh County,775,743,1518
54083,WV,Randolph County,260,339,599
54085,WV,Ritchie County,92,87,179
54087,WV,Roane County,149,208,357
54089,WV,Summers County,112,124,236
54091,WV,Taylor County,129,123,252
54093,WV,Tucker County,94,128,222
54095,WV,Tyler County,107,136,243
54097,WV,Upshur County,219,256,475
54099,WV,Wayne County,321,284,605
54101,WV,Webster County,54,74,128
54103,WV,Wetzel County,202,251,453
54105,WV,Wirt County,48,47,95
54107,WV,Wood County,868,923,1791
54109,WV,Wyoming County,149,227,376
56001,WY,Albany County,548,836,1384
56003,WY,Big Horn County,269,264,533
56005,WY,Campbell County,590,482,1072
56007,WY,Carbon County,216,268,484
56009,WY,Converse County,213,191,404
56011,WY,Crook County,187,203,390
56013,WY,Fremont County,816,927,1743
56015,WY,Goshen County,261,446,707
56017,WY,Hot Springs County,.,.,180
56019,WY,Johnson County,225,253,478
56021,WY,Laramie County,1194,1626,2820
56023,WY,Lincoln County,575,787,1362
56025,WY,Natrona County,1256,1384,2640
56027,WY,Niobrara County,.,.,146
56029,WY,Park County,798,1032,1830
56031,WY,Platte County,169,183,352
56033,WY,Sheridan County,712,681,1393
56035,WY,Sublette County,303,328,631
56037,WY,Sweetwater County,498,670,1168
56039,WY,Teton County,1390,1422,2812
56041,WY,Uinta County,307,356,663
56043,WY,Washakie County,160,181,341
56045,WY,Weston County,125,112,237
,XX,Unknown,66,74,140
Unsuppressed Total,,,3951705,5674277,9625982
