County FIPS Code,State,County Name,No CSR,Yes CSR,Total Plan Selections
48301,TX,Loving County, . , . , . 
48303,TX,Lubbock County,3804,4613,8417
48305,TX,Lynn County,79,107,186
48307,TX,McCulloch County,79,112,191
48309,TX,McLennan County,2809,4341,7150
48311,TX,McMullen County,17,25,42
48313,TX,Madison County,144,205,349
48315,TX,Marion County,144,246,390
48317,TX,Martin County,58,47,105
48319,TX,Mason County,65,112,177
48321,TX,Matagorda County,634,897,1531
48323,TX,Maverick County,878,1766,2644
48325,TX,Medina County,770,1326,2096
48327,TX,Menard County,39,57,96
48329,TX,Midland County,2085,1863,3948
48331,TX,Milam County,251,403,654
48333,TX,Mills County,79,107,186
48335,TX,Mitchell County,82,92,174
48337,TX,Montague County,344,389,733
48339,TX,Montgomery County,9483,10559,20042
48341,TX,Moore County,184,242,426
48343,TX,Morris County,152,255,407
48345,TX,Motley County, . , . ,24
48347,TX,Nacogdoches County,771,961,1732
48349,TX,Navarro County,694,1007,1701
48351,TX,Newton County,147,287,434
48353,TX,Nolan County,167,205,372
48355,TX,Nueces County,4441,6511,10952
48357,TX,Ochiltree County,158,145,303
48359,TX,Oldham County,12,31,43
48361,TX,Orange County,1049,1294,2343
48363,TX,Palo Pinto County,418,716,1134
48365,TX,Panola County,301,391,692
48367,TX,Parker County,2394,2471,4865
48369,TX,Parmer County,71,146,217
48371,TX,Pecos County,260,233,493
48373,TX,Polk County,804,1081,1885
48375,TX,Potter County,1118,1671,2789
48377,TX,Presidio County,137,168,305
48379,TX,Rains County,206,294,500
48381,TX,Randall County,1547,1623,3170
48383,TX,Reagan County,41,40,81
48385,TX,Real County,83,89,172
48387,TX,Red River County,170,318,488
48389,TX,Reeves County,131,185,316
48391,TX,Refugio County,92,137,229
48393,TX,Roberts County, . , . ,15
48395,TX,Robertson County,233,296,529
48397,TX,Rockwall County,1913,1934,3847
48399,TX,Runnels County,199,194,393
48401,TX,Rusk County,557,905,1462
48403,TX,Sabine County,134,202,336
48405,TX,San Augustine County,112,177,289
48407,TX,San Jacinto County,382,494,876
48409,TX,San Patricio County,1043,1405,2448
48411,TX,San Saba County,76,128,204
48413,TX,Schleicher County,45,67,112
48415,TX,Scurry County,192,195,387
48417,TX,Shackelford County,30,56,86
48419,TX,Shelby County,299,472,771
48421,TX,Sherman County,39,39,78
48423,TX,Smith County,3484,5037,8521
48425,TX,Somervell County,153,213,366
48427,TX,Starr County,729,2389,3118
48429,TX,Stephens County,118,202,320
48431,TX,Sterling County,14,25,39
48433,TX,Stonewall County,16,21,37
48435,TX,Sutton County,77,66,143
48437,TX,Swisher County,59,96,155
48439,TX,Tarrant County,42936,51902,94838
48441,TX,Taylor County,1588,1963,3551
48443,TX,Terrell County,20,26,46
48445,TX,Terry County,140,185,325
48447,TX,Throckmorton County,14,16,30
48449,TX,Titus County,266,520,786
48451,TX,Tom Green County,1328,1802,3130
48453,TX,Travis County,30789,35361,66150
48455,TX,Trinity County,157,216,373
48457,TX,Tyler County,226,291,517
48459,TX,Upshur County,547,808,1355
48461,TX,Upton County,40,28,68
48463,TX,Uvalde County,506,780,1286
48465,TX,Val Verde County,747,1369,2116
48467,TX,Van Zandt County,894,1324,2218
48469,TX,Victoria County,1205,1530,2735
48471,TX,Walker County,583,907,1490
48473,TX,Waller County,752,1087,1839
48475,TX,Ward County,144,168,312
48477,TX,Washington County,507,649,1156
48479,TX,Webb County,4041,7014,11055
48481,TX,Wharton County,585,995,1580
48483,TX,Wheeler County,74,71,145
48485,TX,Wichita County,1548,1825,3373
48487,TX,Wilbarger County,112,156,268
48489,TX,Willacy County,254,711,965
48491,TX,Williamson County,10908,11261,22169
48493,TX,Wilson County,648,958,1606
48495,TX,Winkler County,105,105,210
48497,TX,Wise County,1157,1381,2538
48499,TX,Wood County,670,971,1641
48501,TX,Yoakum County,102,97,199
48503,TX,Young County,285,281,566
48505,TX,Zapata County,158,291,449
48507,TX,Zavala County,134,333,467
49001,UT,Beaver County,103,219,322
49003,UT,Box Elder County,936,1370,2306
49005,UT,Cache County,2301,3724,6025
49007,UT,Carbon County,274,514,788
49009,UT,Daggett County,29,34,63
49011,UT,Davis County,5531,7745,13276
49013,UT,Duchesne County,310,424,734
49015,UT,Emery County,125,259,384
49017,UT,Garfield County,125,237,362
49019,UT,Grand County,367,664,1031
49021,UT,Iron County,767,1517,2284
49023,UT,Juab County,268,364,632
49025,UT,Kane County,190,320,510
49027,UT,Millard County,150,386,536
49029,UT,Morgan County,216,280,496
49031,UT,Piute County,13,90,103
49033,UT,Rich County,54,138,192
49035,UT,Salt Lake County,20693,31703,52396
49037,UT,San Juan County,122,212,334
49039,UT,Sanpete County,466,894,1360
49041,UT,Sevier County,382,724,1106
49043,UT,Summit County,1449,1264,2713
49045,UT,Tooele County,881,1250,2131
49047,UT,Uintah County,569,627,1196
49049,UT,Utah County,11671,16711,28382
49051,UT,Wasatch County,1019,1103,2122
49053,UT,Washington County,3816,5814,9630
49055,UT,Wayne County,64,130,194
49057,UT,Weber County,3452,5549,9001
51001,VA,Accomack County,632,913,1545
51003,VA,Albemarle County,2608,2100,4708
51005,VA,Alleghany County,245,483,728
51007,VA,Amelia County,320,374,694
51009,VA,Amherst County,597,785,1382
51011,VA,Appomattox County,370,408,778
51013,VA,Arlington County,5134,4581,9715
51015,VA,Augusta County,1892,1778,3670
51017,VA,Bath County,102,112,214
51019,VA,Bedford County,1884,2058,3942
51021,VA,Bland County,64,99,163
51023,VA,Botetourt County,753,818,1571
51025,VA,Brunswick County,273,462,735
51027,VA,Buchanan County,199,346,545
51029,VA,Buckingham County,261,407,668
51031,VA,Campbell County,1050,1362,2412
51033,VA,Caroline County,560,681,1241
51035,VA,Carroll County,550,914,1464
51036,VA,Charles City County,169,186,355
51037,VA,Charlotte County,257,381,638
51041,VA,Chesterfield County,8133,8178,16311
51043,VA,Clarke County,364,323,687
51045,VA,Craig County,86,117,203
51047,VA,Culpeper County,819,1134,1953
51049,VA,Cumberland County,212,292,504
51051,VA,Dickenson County,158,258,416
51053,VA,Dinwiddie County,445,510,955
51057,VA,Essex County,253,332,585
51059,VA,Fairfax County,30574,36515,67089
51061,VA,Fauquier County,1423,1355,2778
51063,VA,Floyd County,457,674,1131
51065,VA,Fluvanna County,549,560,1109
51067,VA,Franklin County,1199,1601,2800
51069,VA,Frederick County,1435,1791,3226
51071,VA,Giles County,278,401,679
51073,VA,Gloucester County,726,820,1546
51075,VA,Goochland County,658,558,1216
51077,VA,Grayson County,278,530,808
51079,VA,Greene County,407,446,853
51081,VA,Greensville County,181,354,535
51083,VA,Halifax County,658,925,1583
51085,VA,Hanover County,2680,2410,5090
51087,VA,Henrico County,8900,9252,18152
51089,VA,Henry County,1419,1977,3396
51091,VA,Highland County,60,114,174
51093,VA,Isle of Wight County,576,728,1304
51095,VA,James City County,1345,1342,2687
51097,VA,King and Queen County,176,205,381
51099,VA,King George County,328,401,729
51101,VA,King William County,367,362,729
51103,VA,Lancaster County,304,367,671
51105,VA,Lee County,207,371,578
51107,VA,Loudoun County,8534,8424,16958
51109,VA,Louisa County,760,853,1613
51111,VA,Lunenburg County,190,296,486
51113,VA,Madison County,275,355,630
51115,VA,Mathews County,160,273,433
51117,VA,Mecklenburg County,521,869,1390
51119,VA,Middlesex County,353,353,706
51121,VA,Montgomery County,1580,1811,3391
51125,VA,Nelson County,488,510,998
51127,VA,New Kent County,376,422,798
51131,VA,Northampton County,291,408,699
51133,VA,Northumberland County,304,339,643
51135,VA,Nottoway County,226,320,546
51137,VA,Orange County,754,794,1548
51139,VA,Page County,393,634,1027
51141,VA,Patrick County,346,541,887
51143,VA,Pittsylvania County,1636,2191,3827
51145,VA,Powhatan County,688,690,1378
51147,VA,Prince Edward County,369,478,847
51149,VA,Prince George County,399,470,869
51153,VA,Prince William County,10230,14237,24467
51155,VA,Pulaski County,478,659,1137
51157,VA,Rappahannock County,260,292,552
51159,VA,Richmond County,172,196,368
51161,VA,Roanoke County,2066,2489,4555
51163,VA,Rockbridge County,578,862,1440
51165,VA,Rockingham County,1544,1778,3322
51167,VA,Russell County,333,505,838
51169,VA,Scott County,223,412,635
51171,VA,Shenandoah County,774,979,1753
51173,VA,Smyth County,348,767,1115
51175,VA,Southampton County,304,376,680
51177,VA,Spotsylvania County,2236,2811,5047
51179,VA,Stafford County,2182,2404,4586
51181,VA,Surry County,153,184,337
51183,VA,Sussex County,149,232,381
51185,VA,Tazewell County,547,709,1256
51187,VA,Warren County,699,783,1482
51191,VA,Washington County,871,1473,2344
51193,VA,Westmoreland County,279,401,680
51195,VA,Wise County,348,664,1012
51197,VA,Wythe County,379,654,1033
51199,VA,York County,1020,1129,2149
51510,VA,Alexandria city,3751,4287,8038
51515,VA,Bedford city,33,75,108
51520,VA,Bristol city,201,369,570
51530,VA,Buena Vista city,72,119,191
51540,VA,Charlottesville city,1537,1113,2650
51550,VA,Chesapeake city,3528,4807,8335
51570,VA,Colonial Heights city,351,434,785
51580,VA,Covington city,51,113,164
51590,VA,Danville city,832,1243,2075
51595,VA,Emporia city,27,51,78
51600,VA,Fairfax city,774,795,1569
51610,VA,Falls Church city,468,477,945
51620,VA,Franklin city,119,172,291
51630,VA,Fredericksburg city,480,612,1092
51640,VA,Galax city,118,156,274
51650,VA,Hampton city,2010,3181,5191
51660,VA,Harrisonburg city,612,794,1406
51670,VA,Hopewell city,317,440,757
51678,VA,Lexington city,100,105,205
51680,VA,Lynchburg city,1339,1665,3004
51683,VA,Manassas city,824,1279,2103
51685,VA,Manassas Park city,412,573,985
51690,VA,Martinsville city,379,489,868
51700,VA,Newport News city,2676,4017,6693
51710,VA,Norfolk city,3517,4956,8473
51720,VA,Norton city,26,57,83
51730,VA,Petersburg city,460,744,1204
51735,VA,Poquoson city,209,203,412
51740,VA,Portsmouth city,1371,2107,3478
51750,VA,Radford city,164,289,453
51760,VA,Richmond city,6086,6834,12920
51770,VA,Roanoke city,1881,2714,4595
51775,VA,Salem city,433,609,1042
51790,VA,Staunton city,522,498,1020
51800,VA,Suffolk city,1178,1508,2686
51810,VA,Virginia Beach city,8020,11214,19234
51820,VA,Waynesboro city,370,358,728
51830,VA,Williamsburg city,232,269,501
51840,VA,Winchester city,432,625,1057
55001,WI,Adams County,277,498,775
55003,WI,Ashland County,416,577,993
55005,WI,Barron County,971,1371,2342
55007,WI,Bayfield County,464,598,1062
55009,WI,Brown County,3702,4945,8647
55011,WI,Buffalo County,386,429,815
55013,WI,Burnett County,301,513,814
55015,WI,Calumet County,619,723,1342
55017,WI,Chippewa County,1290,1619,2909
55019,WI,Clark County,777,1060,1837
55021,WI,Columbia County,611,1092,1703
55023,WI,Crawford County,249,372,621
55025,WI,Dane County,5961,8543,14504
55027,WI,Dodge County,932,1776,2708
55029,WI,Door County,999,1096,2095
55031,WI,Douglas County,695,941,1636
55033,WI,Dunn County,697,886,1583
55035,WI,Eau Claire County,1563,2301,3864
55037,WI,Florence County,80,147,227
55039,WI,Fond du Lac County,1320,1804,3124
55041,WI,Forest County,167,304,471
55043,WI,Grant County,607,1292,1899
55045,WI,Green County,424,862,1286
55047,WI,Green Lake County,199,417,616
55049,WI,Iowa County,319,734,1053
55051,WI,Iron County,172,335,507
55053,WI,Jackson County,311,495,806
55055,WI,Jefferson County,1012,1684,2696
55057,WI,Juneau County,280,577,857
55059,WI,Kenosha County,2342,3246,5588
55061,WI,Kewaunee County,408,501,909
55063,WI,La Crosse County,1925,2066,3991
55065,WI,Lafayette County,194,531,725
55067,WI,Langlade County,380,678,1058
55069,WI,Lincoln County,585,875,1460
55071,WI,Manitowoc County,1248,1748,2996
55073,WI,Marathon County,2586,3467,6053
55075,WI,Marinette County,813,1218,2031
55077,WI,Marquette County,171,385,556
55078,WI,Menominee County,11,34,45
55079,WI,Milwaukee County,12506,20970,33476
55081,WI,Monroe County,709,800,1509
55083,WI,Oconto County,732,973,1705
55085,WI,Oneida County,1067,1305,2372
55087,WI,Outagamie County,2734,3250,5984
55089,WI,Ozaukee County,1671,1708,3379
55091,WI,Pepin County,184,209,393
55093,WI,Pierce County,636,710,1346
55095,WI,Polk County,933,1279,2212
55097,WI,Portage County,1323,1760,3083
55099,WI,Price County,312,551,863
55101,WI,Racine County,2548,3402,5950
55103,WI,Richland County,186,492,678
55105,WI,Rock County,1503,3190,4693
55107,WI,Rusk County,303,520,823
55109,WI,St. Croix County,1374,1470,2844
55111,WI,Sauk County,733,1450,2183
55113,WI,Sawyer County,429,510,939
55115,WI,Shawano County,823,1059,1882
55117,WI,Sheboygan County,1543,1993,3536
55119,WI,Taylor County,495,702,1197
55121,WI,Trempealeau County,541,571,1112
55123,WI,Vernon County,556,586,1142
55125,WI,Vilas County,776,1050,1826
55127,WI,Walworth County,1946,2488,4434
55129,WI,Washburn County,387,550,937
55131,WI,Washington County,2235,2272,4507
55133,WI,Waukesha County,5401,5856,11257
55135,WI,Waupaca County,886,1291,2177
55137,WI,Waushara County,401,555,956
55139,WI,Winnebago County,2303,3033,5336
55141,WI,Wood County,1469,1936,3405
54001,WV,Barbour County,140,168,308
54003,WV,Berkeley County,919,1059,1978
54005,WV,Boone County,119,164,283
54007,WV,Braxton County,130,206,336
54009,WV,Brooke County,242,239,481
54011,WV,Cabell County,815,859,1674
54013,WV,Calhoun County,39,95,134
54015,WV,Clay County,61,82,143
54017,WV,Doddridge County,76,44,120
54019,WV,Fayette County,307,458,765
54021,WV,Gilmer County,40,74,114
54023,WV,Grant County,88,102,190
54025,WV,Greenbrier County,384,492,876
54027,WV,Hampshire County,214,254,468
54029,WV,Hancock County,360,372,732
54031,WV,Hardy County,103,148,251
54033,WV,Harrison County,685,636,1321
54035,WV,Jackson County,232,225,457
54037,WV,Jefferson County,616,557,1173
54039,WV,Kanawha County,1600,1801,3401
54041,WV,Lewis County,152,167,319
54043,WV,Lincoln County,170,214,384
54045,WV,Logan County,181,267,448
54047,WV,McDowell County,65,126,191
54049,WV,Marion County,540,466,1006
54051,WV,Marshall County,224,273,497
54053,WV,Mason County,174,180,354
54055,WV,Mercer County,441,590,1031
54057,WV,Mineral County,190,272,462
54059,WV,Mingo County,129,248,377
54061,WV,Monongalia County,872,787,1659
54063,WV,Monroe County,182,251,433
54065,WV,Morgan County,172,189,361
54067,WV,Nicholas County,217,309,526
54069,WV,Ohio County,479,435,914
54071,WV,Pendleton County,61,157,218
54073,WV,Pleasants County,54,62,116
54075,WV,Pocahontas County,119,182,301
54077,WV,Preston County,303,391,694
54079,WV,Putnam County,541,545,1086
54081,WV,Raleigh County,690,715,1405
54083,WV,Randolph County,252,331,583
54085,WV,Ritchie County,57,76,133
54087,WV,Roane County,123,177,300
54089,WV,Summers County,94,138,232
54091,WV,Taylor County,115,104,219
54093,WV,Tucker County,79,92,171
54095,WV,Tyler County,78,165,243
54097,WV,Upshur County,210,232,442
54099,WV,Wayne County,292,294,586
54101,WV,Webster County,38,76,114
54103,WV,Wetzel County,147,275,422
54105,WV,Wirt County,51,62,113
54107,WV,Wood County,676,835,1511
54109,WV,Wyoming County,142,219,361
56001,WY,Albany County,559,676,1235
56003,WY,Big Horn County,203,194,397
56005,WY,Campbell County,409,347,756
56007,WY,Carbon County,206,257,463
56009,WY,Converse County,177,147,324
56011,WY,Crook County,154,152,306
56013,WY,Fremont County,879,1318,2197
56015,WY,Goshen County,261,326,587
56017,WY,Hot Springs County,75,76,151
56019,WY,Johnson County,207,145,352
56021,WY,Laramie County,1168,1412,2580
56023,WY,Lincoln County,516,612,1128
56025,WY,Natrona County,1183,1070,2253
56027,WY,Niobrara County,60,53,113
56029,WY,Park County,714,823,1537
56031,WY,Platte County,135,160,295
56033,WY,Sheridan County,611,565,1176
56035,WY,Sublette County,243,238,481
56037,WY,Sweetwater County,457,561,1018
56039,WY,Teton County,1408,1314,2722
56041,WY,Uinta County,231,307,538
56043,WY,Washakie County,143,176,319
56045,WY,Weston County,74,87,161
XXXXX,XX,Unknown,227,276,503
