State,County,Metal Level,Issuer Name,Plan ID - Standard Component,Plan Marketing Name,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Adult Dental,Child Dental,Premium Scenarios,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Couple 21  ,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,"Couple+1 child, Age 21","Couple+1 child, Age 30","Couple+1 child, Age 40","Couple+1 child, Age 50","Couple+2 children, Age 21","Couple+2 children, Age 30","Couple+2 children, Age 40","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - individual - standard,Drug Deductible - individual - standard,Medical Deductible -family - standard,Drug Deductible - family - standard,Medical Maximum Out Of Pocket - individual - standard,Drug Maximum Out of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Drug Maximum Out of Pocket - Family  - standard,Primary Care Physician  - standard,Specialist  - standard,Emergency Room  - standard,Inpatient Facility  - standard,Inpatient Physician - standard,Generic Drugs - standard,Preferred Brand Drugs - standard,Non-preferred Brand Drugs - standard,Specialty Drugs - standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 73 percent,Drug Deductible - individual - 73 percent,Medical Deductible - family - 73 percent,Drug Deductible - family - 73 percent,Medical Maximum Out Of Pocket - individual - 73 percent,Drug Maximum Out of Pocket - individual - 73 percent,Medical Maximum Out of Pocket - family - 73 percent,Drug Maximum Out of Pocket - Family - 73 percent,Primary Care Physician - 73 percent,Specialist - 73 percent,Emergency Room - 73 percent,Inpatient Facility - 73 percent,Inpatient Physician - 73 percent,Generic Drugs - 73 percent,Preferred Brand Drugs - 73 percent,Non-preferred Brand Drugs - 73 percent,Specialty Drugs - 73 percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 87 percent,Drug Deductible - individual - 87 percent,Medical Deductible - family - 87 percent,Drug Deductible - family - 87 percent,Medical Maximum Out Of Pocket - individual - 87 percent,Drug Maximum Out of Pocket - individual - 87 percent,Medical Maximum Out of Pocket - family - 87 percent,Drug Maximum Out of Pocket - Family - 87 percent,Primary Care Physician - 87 percent,Specialist - 87 percent,Emergency Room - 87 percent,Inpatient Facility - 87 percent,Inpatient Physician - 87 percent,Generic Drugs - 87 percent,Preferred Brand Drugs - 87 percent,Non-preferred Brand Drugs - 87 percent,Specialty Drugs - 87 percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - individual - 94 percent,Drug Deductible - individual - 94 percent,Medical Deductible - family - 94 percent,Drug Deductible - family - 94 percent,Medical Maximum Out Of Pocket -individual - 94 percent,Drug Maximum Out of Pocket - individual - 94 percent,Medical Maximum Out of Pocket - family - 94 percent,Drug Maximum Out of Pocket - Family  - 94 percent,Primary Care Physician - 94 percent,Specialist - 94 percent,Emergency Room - 94 percent,Inpatient Facility  - 94 percent,Inpatient Physician  - 94 percent,Generic Drugs - 94 percent,Preferred Brand Drugs - 94 percent,Non-preferred Brand Drugs - 94 percent,Specialty Drugs - 94 percent
NM,LINCOLN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$178.04,$280.38,$293.83,$318.23,$358.32,$500.76,$760.95,$560.76,$636.46,$716.64,$1001.52,$1521.90,$738.80,$814.50,$894.68,$1179.56,$916.83,$992.54,$1072.72,$1357.60,$1094.88,$1170.58,$1250.76,$1535.63,$458.41,$496.27,$536.36,$678.80,$636.46,$674.31,$714.40,$856.83,$814.50,$852.35,$892.44,$1034.88,,"$3,250",$0,"$9,750",$0,"$3,250",Included in Medical,"$9,750",Included in Medical,$30,$50,$400,$200 Copay per Stay,No Charge after Deductible,No Charge,$35,$75,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$180.78,$284.69,$298.35,$323.12,$363.83,$508.45,$772.64,$569.38,$646.24,$727.66,$1016.90,$1545.28,$750.16,$827.02,$908.43,$1197.68,$930.94,$1007.80,$1089.22,$1378.46,$1111.72,$1188.58,$1270.00,$1559.24,$465.47,$503.90,$544.61,$689.23,$646.25,$684.68,$725.39,$870.01,$827.03,$865.46,$906.17,$1050.79,,"$1,500",$0,"$4,500",$0,"$3,500",Included in Medical,"$10,500",Included in Medical,$10,$60,$400 Copay and 20% Coinsurance after deductible,$200 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$150.10,$236.38,$247.73,$268.29,$302.10,$422.18,$641.54,$472.76,$536.58,$604.20,$844.36,$1283.08,$622.86,$686.68,$754.30,$994.46,$772.96,$836.78,$904.40,$1144.56,$923.06,$986.88,$1054.50,$1294.65,$386.48,$418.39,$452.20,$572.28,$536.57,$568.49,$602.29,$722.38,$686.68,$718.58,$752.40,$872.48,,"$6,000",$0,"$12,700",$0,"$6,000",Included in Medical,"$12,700",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$5,000",$0,"$10,400",$0,"$5,000",Included in Medical,"$10,400",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$1,500",$0,"$4,500",$0,"$1,500",Included in Medical,"$4,500",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,$500,$0,"$1,500",$0,$500,Included in Medical,"$1,500",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150
NM,LINCOLN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$153.94,$242.43,$254.06,$275.14,$309.82,$432.97,$657.95,$484.86,$550.29,$619.64,$865.94,$1315.90,$638.79,$704.24,$773.57,$1019.88,$792.74,$858.18,$927.52,$1173.82,$946.68,$1012.11,$1081.46,$1327.76,$396.37,$429.09,$463.76,$586.91,$550.30,$583.03,$617.70,$740.85,$704.25,$736.97,$771.64,$894.79,,"$3,000",$0,"$9,000",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,"$2,500",$0,"$7,500",$0,"$5,200",Included in Medical,"$10,400",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,$500,$0,"$1,500",$0,"$1,500",Included in Medical,"$4,500",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,$0,$0,$0,$0,$500,Included in Medical,"$1,500",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150
NM,LINCOLN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$122.20,$192.44,$201.67,$218.42,$245.93,$343.69,$522.27,$384.88,$436.84,$491.86,$687.38,$1044.54,$507.08,$559.04,$614.06,$809.58,$629.28,$681.24,$736.26,$931.78,$751.48,$803.44,$858.46,$1053.98,$314.64,$340.62,$368.13,$465.89,$436.84,$462.82,$490.33,$588.09,$559.04,$585.02,$612.53,$710.29,,"$5,000",Included in Medical,"$12,700",Included in Medical,"$6,250",Included in Medical,"$12,700",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$121.49,$191.32,$200.50,$217.15,$244.51,$341.70,$519.24,$382.64,$434.30,$489.02,$683.40,$1038.48,$504.13,$555.79,$610.51,$804.89,$625.62,$677.28,$732.00,$926.38,$747.10,$798.77,$853.49,$1047.86,$312.81,$338.64,$366.00,$463.19,$434.29,$460.13,$487.49,$584.67,$555.79,$581.62,$608.98,$706.17,,"$6,000",Included in Medical,"$12,700",Included in Medical,"$6,000",Included in Medical,"$12,700",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$121.88,$191.93,$201.14,$217.84,$245.29,$342.79,$520.90,$383.86,$435.68,$490.58,$685.58,$1041.80,$505.74,$557.55,$612.46,$807.46,$627.62,$679.44,$734.33,$929.34,$749.50,$801.31,$856.22,$1051.22,$313.81,$339.72,$367.16,$464.67,$435.69,$461.60,$489.04,$586.54,$557.56,$583.48,$610.92,$708.43,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,$40,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO,Rating Area 5,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$185.96,$292.86,$306.91,$332.39,$374.27,$523.04,$794.81,$585.72,$664.78,$748.54,$1046.08,$1589.62,$771.68,$850.74,$934.50,$1232.04,$957.64,$1036.70,$1120.46,$1418.00,$1143.59,$1222.65,$1306.42,$1603.96,$478.82,$518.35,$560.23,$709.00,$664.78,$704.31,$746.19,$894.96,$850.74,$890.27,$932.15,$1080.92,,"$1,000",$0,"$3,000",$0,"$2,750",Included in Medical,"$8,250",Included in Medical,$25,$50,$400 Copay and 20% Coinsurance after deductible,$200 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO,Rating Area 5,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$183.92,$289.63,$303.52,$328.73,$370.15,$517.28,$786.06,$579.26,$657.46,$740.30,$1034.56,$1572.12,$763.18,$841.38,$924.21,$1218.48,$947.09,$1025.30,$1108.13,$1402.39,$1131.02,$1209.22,$1292.06,$1586.32,$473.54,$512.65,$554.06,$701.19,$657.47,$696.56,$737.99,$885.11,$841.39,$880.49,$921.91,$1069.04,,$500,$0,"$1,500",$0,"$4,000",Included in Medical,"$12,000",Included in Medical,$30,$60,$400 Copay and 20% Coinsurance after deductible,$200 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO,Rating Area 5,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$150.90,$237.64,$249.05,$269.72,$303.70,$424.42,$644.95,$475.28,$539.44,$607.40,$848.84,$1289.90,$626.17,$690.34,$758.30,$999.74,$777.07,$841.24,$909.20,$1150.64,$927.98,$992.14,$1060.09,$1301.54,$388.53,$420.62,$454.60,$575.32,$539.44,$571.52,$605.50,$726.22,$690.34,$722.42,$756.40,$877.12,,"$4,500",$0,"$12,700",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,$30,$50,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150,,"$3,000",$0,"$9,000",$0,"$5,200",Included in Medical,"$10,400",Included in Medical,$30,$50,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150,,$250,$0,$750,$0,"$2,000",Included in Medical,"$4,500",Included in Medical,$30,$50,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150,,$0,$0,$0,$0,$500,Included in Medical,"$1,500",Included in Medical,$30,$50,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150
NM,LINCOLN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO,Rating Area 5,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$146.84,$231.24,$242.34,$262.45,$295.52,$413.00,$627.60,$462.48,$524.91,$591.05,$826.00,$1255.20,$609.32,$671.76,$737.90,$972.84,$756.16,$818.59,$884.74,$1119.68,$903.00,$965.43,$1031.58,$1266.52,$378.08,$409.29,$442.37,$559.84,$524.92,$556.14,$589.21,$706.68,$671.76,$702.98,$736.05,$853.52,,"$6,250",$0,"$12,700",$0,"$6,250",Included in Medical,"$12,700",Included in Medical,$40,$70,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$5,000",$0,"$10,400",$0,"$5,000",Included in Medical,"$10,400",Included in Medical,$40,$70,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$1,500",$0,"$4,500",$0,"$1,500",Included in Medical,"$4,500",Included in Medical,$40,$70,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,$500,$0,"$1,500",$0,$500,Included in Medical,"$1,500",Included in Medical,$40,$70,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150
NM,LINCOLN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO,Rating Area 5,Allows Adult and Child-Only,OPM,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$125.08,$196.97,$206.43,$223.56,$251.73,$351.79,$534.58,$393.94,$447.12,$503.46,$703.58,$1069.16,$519.02,$572.20,$628.54,$828.66,$644.10,$697.28,$753.62,$953.74,$769.18,$822.36,$878.70,$1078.82,$322.05,$348.64,$376.81,$476.87,$447.13,$473.72,$501.89,$601.95,$572.21,$598.79,$626.97,$727.03,,"$3,750",Included in Medical,"$11,250",Included in Medical,"$6,250",Included in Medical,"$12,700",Included in Medical,30% Coinsurance after deductible,30% Coinsurance after deductible,$600 Copay and 30% Coinsurance after deductible,$300 Copay per Stay and 30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$156.60,$246.61,$258.45,$279.89,$315.17,$440.45,$669.31,$493.22,$559.79,$630.34,$880.90,$1338.62,$649.82,$716.40,$786.94,$1037.50,$806.42,$873.00,$943.54,$1194.09,$963.02,$1029.59,$1100.13,$1350.69,$403.21,$436.50,$471.77,$597.04,$559.80,$593.09,$628.37,$753.65,$716.41,$749.69,$784.97,$910.25,,"$3,250",$0,"$9,750",$0,"$3,250",Included in Medical,"$9,750",Included in Medical,$30,$50,$400,$200 Copay per Stay,No Charge after Deductible,No Charge,$35,$75,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$159.52,$251.22,$263.27,$285.13,$321.06,$448.68,$681.81,$502.44,$570.26,$642.12,$897.36,$1363.62,$661.96,$729.78,$801.64,$1056.88,$821.48,$889.30,$961.16,$1216.40,$981.00,$1048.82,$1120.68,$1375.92,$410.74,$444.65,$480.58,$608.20,$570.26,$604.17,$640.10,$767.72,$729.78,$763.69,$799.62,$927.24,,"$1,500",$0,"$4,500",$0,"$3,500",Included in Medical,"$10,500",Included in Medical,$10,$60,$400 Copay and 20% Coinsurance after deductible,$200 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$35,$75,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,LINCOLN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$129.86,$204.51,$214.33,$232.12,$261.36,$365.25,$555.04,$409.02,$464.24,$522.72,$730.50,$1110.08,$538.88,$594.10,$652.58,$860.36,$668.74,$723.96,$782.44,$990.22,$798.60,$853.82,$912.30,$1120.08,$334.37,$361.98,$391.22,$495.11,$464.23,$491.84,$521.08,$624.97,$594.09,$621.70,$650.94,$754.83,,"$6,000",$0,"$12,700",$0,"$6,000",Included in Medical,"$12,700",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$5,000",$0,"$10,400",$0,"$5,000",Included in Medical,"$10,400",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,"$1,500",$0,"$4,500",$0,"$1,500",Included in Medical,"$4,500",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150,,$500,$0,"$1,500",$0,$500,Included in Medical,"$1,500",Included in Medical,$30,$50,$500,$250 Copay per Stay,No Charge after Deductible,No Charge,$50,$100,$150
NM,LINCOLN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$133.88,$210.85,$220.97,$239.31,$269.45,$376.57,$572.24,$421.70,$478.62,$538.91,$753.14,$1144.48,$555.58,$612.51,$672.81,$887.03,$689.48,$746.40,$806.69,$1020.92,$823.36,$880.29,$940.58,$1154.81,$344.74,$373.20,$403.34,$510.46,$478.63,$507.09,$537.24,$644.34,$612.52,$640.98,$671.12,$778.24,,"$3,000",$0,"$9,000",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,"$2,500",$0,"$7,500",$0,"$5,200",Included in Medical,"$10,400",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,$500,$0,"$1,500",$0,"$1,500",Included in Medical,"$4,500",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150,,$0,$0,$0,$0,$500,Included in Medical,"$1,500",Included in Medical,$35,$55,$500 Copay and 20% Coinsurance after deductible,$250 Copay per Stay and 20% Coinsurance after deductible,20% Coinsurance after deductible,No Charge,$50,$100,$150
NM,LINCOLN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO,Rating Area 5,Allows Adult and Child-Only,SERFF,1-866-236-1702,1-866-236-1702,1-855-543-4921,https://public.hcsc.net/providerfinder/home.do?corpEntCd=NM1,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/coverage/individual/on-exchange/,http://www.bcbsnm.com/member/rx_drugs.html,,,,$106.56,$167.82,$175.87,$190.47,$214.47,$299.72,$455.45,$335.64,$380.94,$428.94,$599.44,$910.90,$442.20,$487.50,$535.50,$706.00,$548.76,$594.05,$642.05,$812.56,$655.31,$700.62,$748.62,$919.12,$274.38,$297.02,$321.02,$406.28,$380.94,$403.59,$427.59,$512.84,$487.50,$510.15,$534.15,$619.40,,"$5,000",Included in Medical,"$12,700",Included in Medical,"$6,250",Included in Medical,"$12,700",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,10% Coinsurance after deductible,20% Coinsurance after deductible,30% Coinsurance after deductible,40% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
