State Code,County Name,Metal Level,Issuer Name,Plan ID (Standard Component),Plan Marketing Name,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Accredidation,Adult Dental ,Child Dental ,EHB Percent of Total Premium,Premium Scenarios,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - Individual - Standard,Drug Deductible - Individual - Standard,Medical Deductible - Family - Standard,Drug Deductible - Family - Standard,Medical Deductible - Family (Per Person) - Standard,Drug Deductible - Family (Per Person) - Standard,Medical Maximum Out Of Pocket - Individual - Standard,Drug Maximum Out Of Pocket - Individual - Standard,Medical Maximum Out Of Pocket - Family - Standard,Drug Maximum Out Of Pocket - Family - Standard,Medical Maximum Out Of Pocket - Family (Per Person) - Standard,Drug Maximum Out Of Pocket - Family (Per Person) - Standard,Primary Care Physician - Standard,Specialist - Standard,Emergency Room - Standard,Inpatient Facility - Standard,Inpatient Physician - Standard,Generic Drugs - Standard,Preferred Brand Drugs - Standard,Non-preferred Brand Drugs - Standard,Specialty Drugs - Standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 73 Percent,Drug Deductible - Individual - 73 Percent,Medical Deductible - Family - 73 Percent,Drug Deductible - Family - 73 Percent,Medical Deductible - Family (Per Person) - 73 Percent,Drug Deductible - Family (Per Person) - 73 Percent,Medical Maximum Out Of Pocket - Individual - 73 Percent,Drug Maximum Out Of Pocket - Individual - 73 Percent,Medical Maximum Out Of Pocket - Family - 73 Percent,Drug Maximum Out Of Pocket - Family - 73 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Primary Care Physician - 73 Percent,Specialist - 73 Percent,Emergency Room - 73 Percent,Inpatient Facility - 73 Percent,Inpatient Physician - 73 Percent,Generic Drugs - 73 Percent,Preferred Brand Drugs - 73 Percent,Non-preferred Brand Drugs - 73 Percent,Specialty Drugs - 73 Percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 87 Percent,Drug Deductible - Individual - 87 Percent,Medical Deductible - Family - 87 Percent,Drug Deductible - Family - 87 Percent,Medical Deductible - Family (Per Person) - 87 Percent,Drug Deductible - Family (Per Person) - 87 Percent,Medical Maximum Out Of Pocket - Individual - 87 Percent,Drug Maximum Out Of Pocket - Individual - 87 Percent,Medical Maximum Out Of Pocket - Family - 87 Percent,Drug Maximum Out Of Pocket - Family - 87 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Primary Care Physician - 87 Percent,Specialist - 87 Percent,Emergency Room - 87 Percent,Inpatient Facility - 87 Percent,Inpatient Physician - 87 Percent,Generic Drugs - 87 Percent,Preferred Brand Drugs - 87 Percent,Non-preferred Brand Drugs - 87 Percent,Specialty Drugs - 87 Percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 94 Percent,Drug Deductible - Individual - 94 Percent,Medical Deductible - Family - 94 Percent,Drug Deductible - Family - 94 Percent,Medical Deductible - Family (Per Person) - 94 Percent,Drug Deductible - Family (Per Person) - 94 Percent,Medical Maximum Out Of Pocket -individual - 94 Percent,Drug Maximum Out Of Pocket - individual - 94 Percent,Medical Maximum Out Of Pocket - family - 94 Percent,Drug Maximum Out Of Pocket - Family  - 94 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Primary Care Physician - 94 Percent,Specialist - 94 Percent,Emergency Room - 94 Percent,Inpatient Facility - 94 Percent,Inpatient Physician - 94 Percent,Generic Drugs - 94 Percent,Preferred Brand Drugs - 94 Percent,Non-preferred Brand Drugs - 94 Percent,Specialty Drugs - 94 Percent
OR,Marion,Gold,ATRIO Health Plans,32536OR0020008,ATRIO Gold Premium 1000,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-541-672-8620,1-877-672-8620,1-800-735-2900,http://www.atriohp.com/ATRIO-Exchange/Exchange-Providers.aspx,,http://atriohp.com/documents/Exchange/Benefit-Info/Individual-Standard-Plans-English/32536OR0020008-01-ATRIO-GOLD-PREMIUM-1000-PLAN.pdf,http://www.atriohp.com/ATRIO-Exchange/Formulary-Drug-List-.aspx,,,X,99.8%,,$166.46,$262.14,$274.72,$297.53,$335.01,$468.18,$711.45,$524.28,$595.06,$670.02,$936.36,$1422.90,$690.74,$761.52,$836.48,$1102.82,$857.20,$927.98,$1002.94,$1269.28,$1023.66,$1094.44,$1169.40,$1435.74,$428.60,$463.99,$501.47,$634.64,$595.06,$630.45,$667.93,$801.10,$761.52,$796.91,$834.39,$967.56,,"$1,000",$0,"$2,000",$0,"$1,000",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$15,$30,$250 and 20%,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,$30,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Marion,Silver,ATRIO Health Plans,32536OR0020009,ATRIO Silver Choice 2000,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-541-672-8620,1-877-672-8620,1-800-735-2900,http://www.atriohp.com/ATRIO-Exchange/Exchange-Providers.aspx,,http://atriohp.com/documents/Exchange/Benefit-Info/Individual-Standard-Plans-English/32536OR0020009-01-ATRIO-SILVER-CHOICE-2000-PLAN.pdf,http://www.atriohp.com/ATRIO-Exchange/Formulary-Drug-List-.aspx,,,X,99.8%,,$149.21,$234.98,$246.26,$266.70,$300.30,$419.67,$637.74,$469.96,$533.40,$600.60,$839.34,$1275.48,$619.17,$682.61,$749.81,$988.55,$768.38,$831.82,$899.02,$1137.76,$917.59,$981.03,$1048.23,$1286.97,$384.19,$415.91,$449.51,$568.88,$533.40,$565.12,$598.72,$718.09,$682.61,$714.33,$747.93,$867.30,,"$2,000",$0,"$4,000",$0,"$2,000",$0,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$35,$50,$290 and 20%,20% Coinsurance after deductible,20% Coinsurance after deductible,$15,40%,50%,50%,,"$2,000",$0,"$4,000",$0,"$2,000",$0,"$5,400",Included in Medical,$10800.00,Included in Medical,$5400.00,Included in Medical,$35,$50,$270 and 20%,20% Coinsurance after deductible,20% Coinsurance after deductible,$15,40%,50%,50%,,"$1,000",$0,"$2,000",$0,"$1,000",$0,"$2,000",Included in Medical,"$4,000",Included in Medical,"$2,000",Included in Medical,$15,$30,$200 and 10%,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,20%,50%,50%,,$100,$0,$200,$0,$100,$0,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,$150 and 10%,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,20%,25%,25%
OR,Marion,Silver,ATRIO Health Plans,32536OR0020010,ATRIO Silver Choice 3000,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-541-672-8620,1-877-672-8620,1-800-735-2900,http://www.atriohp.com/ATRIO-Exchange/Exchange-Providers.aspx,,http://atriohp.com/documents/Exchange/Benefit-Info/Individual-Standard-Plans-English/32536OR0020010-01-ATRIO-SILVER-CHOICE-3000-PLAN.pdf,http://www.atriohp.com/ATRIO-Exchange/Formulary-Drug-List-.aspx,,,X,99.8%,,$143.43,$225.88,$236.72,$256.37,$288.67,$403.42,$613.04,$451.76,$512.74,$577.34,$806.84,$1226.08,$595.19,$656.17,$720.77,$950.27,$738.62,$799.60,$864.20,$1093.70,$882.05,$943.03,$1007.63,$1237.13,$369.31,$399.80,$432.10,$546.85,$512.74,$543.23,$575.53,$690.28,$656.17,$686.66,$718.96,$833.71,,"$3,000",$0,"$6,000",$0,"$3,000",$0,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$35,$50,$290 and 20%,20% Coinsurance after deductible,20% Coinsurance after deductible,$15,$50,50%,50%,,"$3,000",$0,"$6,000",$0,"$3,000",$0,"$5,250",Included in Medical,$10500.00,Included in Medical,$5250.00,Included in Medical,$35,$50,$290 and 20%,20% Coinsurance after deductible,20% Coinsurance after deductible,$15,$50,50%,50%,,"$1,000",$0,"$2,000",$0,"$1,000",$0,"$2,000",Included in Medical,"$4,000",Included in Medical,"$2,000",Included in Medical,$15,$30,$200 and 10%,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$40,50%,50%,,$100,$0,$200,$0,$100,$0,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,$150 and 10%,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$25,25%,25%
OR,Marion,Silver,ATRIO Health Plans,32536OR0020011,ATRIO Silver Choice 3030,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-541-672-8620,1-877-672-8620,1-800-735-2900,http://www.atriohp.com/ATRIO-Exchange/Exchange-Providers.aspx,,http://atriohp.com/documents/Exchange/Benefit-Info/Individual-Standard-Plans-English/32536OR0020011-01-ATRIO-SILVER-CHOICE-3030-PLAN.pdf,http://www.atriohp.com/ATRIO-Exchange/Formulary-Drug-List-.aspx,,,X,99.8%,,$140.09,$220.61,$231.20,$250.39,$281.94,$394.01,$598.74,$441.22,$500.78,$563.88,$788.02,$1197.48,$581.31,$640.87,$703.97,$928.11,$721.40,$780.96,$844.06,$1068.20,$861.49,$921.05,$984.15,$1208.29,$360.70,$390.48,$422.03,$534.10,$500.79,$530.57,$562.12,$674.19,$640.88,$670.66,$702.21,$814.28,,"$3,000",$0,"$6,000",$0,"$3,000",$0,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$35,$50,$290 and 30%,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$3,000",$0,"$6,000",$0,"$3,000",$0,"$5,450",Included in Medical,$10900.00,Included in Medical,$5450.00,Included in Medical,$35,$50,$290 and 30%,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$1,000",$0,"$2,000",$0,"$1,000",$0,"$2,000",Included in Medical,"$4,000",Included in Medical,"$2,000",Included in Medical,$15,$30,$200 and 10%,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$40,50%,50%,,$100,$0,$200,$0,$100,$0,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,$150 and 10%,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$25,25%,25%
OR,Marion,Bronze,ATRIO Health Plans,32536OR0020012,ATRIO Bronze 6350 HSA,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-541-672-8620,1-877-672-8620,1-800-735-2900,http://www.atriohp.com/ATRIO-Exchange/Exchange-Providers.aspx,,http://atriohp.com/documents/Exchange/Benefit-Info/Individual-Standard-Plans-English/32536OR0020012-01-ATRIO-BRONZE-6350-HSA-PLAN.pdf,http://www.atriohp.com/ATRIO-Exchange/Formulary-Drug-List-.aspx,,,X,99.8%,,$120.94,$190.45,$199.59,$216.16,$243.40,$340.14,$516.88,$380.90,$432.32,$486.80,$680.28,$1033.76,$501.84,$553.26,$607.74,$801.22,$622.78,$674.20,$728.68,$922.16,$743.72,$795.14,$849.62,$1043.10,$311.39,$337.10,$364.34,$461.08,$432.33,$458.04,$485.28,$582.02,$553.27,$578.98,$606.22,$702.96,,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Marion,Bronze,ATRIO Health Plans,32536OR0020013,ATRIO Bronze 6850,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-541-672-8620,1-877-672-8620,1-800-735-2900,http://www.atriohp.com/ATRIO-Exchange/Exchange-Providers.aspx,,http://atriohp.com/documents/Exchange/Benefit-Info/Individual-Standard-Plans-English/32536OR0020013-01-ATRIO-BRONZE-SAVER-6850-PLAN.pdf,http://www.atriohp.com/ATRIO-Exchange/Formulary-Drug-List-.aspx,,,X,99.8%,,$119.30,$187.87,$196.89,$213.23,$240.10,$335.54,$509.88,$375.74,$426.46,$480.20,$671.08,$1019.76,$495.04,$545.76,$599.50,$790.38,$614.34,$665.06,$718.80,$909.68,$733.64,$784.36,$838.10,$1028.98,$307.17,$332.53,$359.40,$454.84,$426.47,$451.83,$478.70,$574.14,$545.77,$571.13,$598.00,$693.44,,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$50,$100,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,$30,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Marion,Gold,ATRIO Health Plans,32536OR0040001,ATRIO Gold Pioneer,EPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-541-672-8620,1-877-672-8620,1-800-735-2900,http://www.atriohp.com/ATRIO-Exchange/Exchange-Providers.aspx,,http://atriohp.com/documents/Exchange/Benefit-Info/Individual-Pioneer-Plans-English/32536OR0040001-01-ATRIO-GOLD-PIONEER-PLAN.pdf,http://www.atriohp.com/ATRIO-Exchange/Formulary-Drug-List-.aspx,,,,99.8%,,$164.33,$258.79,$271.21,$293.73,$330.73,$462.20,$702.36,$517.58,$587.46,$661.46,$924.40,$1404.72,$681.91,$751.79,$825.79,$1088.73,$846.24,$916.12,$990.12,$1253.06,$1010.57,$1080.45,$1154.45,$1417.39,$423.12,$458.06,$495.06,$626.53,$587.45,$622.39,$659.39,$790.86,$751.78,$786.72,$823.72,$955.19,,"$1,250",$0,"$2,500",$0,"$1,250",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$20,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$30,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Marion,Silver,ATRIO Health Plans,32536OR0040002,ATRIO Silver Pioneer,EPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-541-672-8620,1-877-672-8620,1-800-735-2900,http://www.atriohp.com/ATRIO-Exchange/Exchange-Providers.aspx,,http://atriohp.com/documents/Exchange/Benefit-Info/Individual-Pioneer-Plans-English/32536OR0040002-01-ATRIO-SILVER-PIONEER-PLAN.pdf,http://www.atriohp.com/ATRIO-Exchange/Formulary-Drug-List-.aspx,,,,99.8%,,$137.89,$217.15,$227.57,$246.47,$277.52,$387.83,$589.35,$434.30,$492.94,$555.04,$775.66,$1178.70,$572.19,$630.83,$692.93,$913.55,$710.08,$768.72,$830.82,$1051.44,$847.97,$906.61,$968.71,$1189.33,$355.04,$384.36,$415.41,$525.72,$492.93,$522.25,$553.30,$663.61,$630.82,$660.14,$691.19,$801.50,,"$2,500",$0,"$5,000",$0,"$2,500",$0,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$2,500",$0,"$5,000",$0,"$2,500",$0,"$4,300",Included in Medical,$8600.00,Included in Medical,$4300.00,Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,$850,$0,"$1,700",$0,$850,$0,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,$15,$30,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$25,50%,50%,,$100,$0,$200,$0,$100,$0,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$10,25%,25%
OR,Marion,Bronze,ATRIO Health Plans,32536OR0040003,ATRIO Bronze Pioneer,EPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-541-672-8620,1-877-672-8620,1-800-735-2900,http://www.atriohp.com/ATRIO-Exchange/Exchange-Providers.aspx,,http://atriohp.com/documents/Exchange/Benefit-Info/Individual-Pioneer-Plans-English/32536OR0040003-01-ATRIO-BRONZE-PIONEER-PLAN.pdf,http://www.atriohp.com/ATRIO-Exchange/Formulary-Drug-List-.aspx,,,,99.8%,,$109.51,$172.46,$180.74,$195.74,$220.40,$308.01,$468.06,$344.92,$391.48,$440.80,$616.02,$936.12,$454.43,$500.99,$550.31,$725.53,$563.94,$610.50,$659.82,$835.04,$673.45,$720.01,$769.33,$944.55,$281.97,$305.25,$329.91,$417.52,$391.48,$414.76,$439.42,$527.03,$500.99,$524.27,$548.93,$636.54,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$5,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Marion,Gold,"Moda Health Plan, Inc.",39424OR1240001,Moda Health Oregon Standard Gold (Beacon),PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-605-3229,1-877-605-3229,1-877-605-3229,https://www.modahealth.com/eenroll/find-provider?type=medical,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_OregonStandardGold_2016_OR.pdf,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_OregonStandardGold_SBC_2016_OR.pdf,https://www.modahealth.com/medical/formularies.shtml,,,,99.8%,,$176.00,$277.00,$290.00,$314.00,$354.00,$495.00,$752.00,$554.00,$628.00,$708.00,$990.00,$1504.00,$730.00,$804.00,$884.00,$1166.00,$906.00,$980.00,$1060.00,$1342.00,$1082.00,$1156.00,$1236.00,$1518.00,$453.00,$490.00,$530.00,$671.00,$629.00,$666.00,$706.00,$847.00,$805.00,$842.00,$882.00,$1023.00,,"$1,250",$0,"$2,500",$0,"$1,250",Not Applicable,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$20,$40,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$30,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Marion,Silver,"Moda Health Plan, Inc.",39424OR1240002,Moda Health Oregon Standard Silver (Beacon),PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-605-3229,1-877-605-3229,1-877-605-3229,https://www.modahealth.com/eenroll/find-provider?type=medical,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_OregonStandardSilver_2016_OR.pdf,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_OregonStandardSilver_SBC_2016_OR.pdf,https://www.modahealth.com/medical/formularies.shtml,,,,99.7%,,$147.00,$232.00,$243.00,$263.00,$296.00,$414.00,$628.00,$464.00,$526.00,$592.00,$828.00,$1256.00,$611.00,$673.00,$739.00,$975.00,$758.00,$820.00,$886.00,$1122.00,$905.00,$967.00,$1033.00,$1269.00,$379.00,$410.00,$443.00,$561.00,$526.00,$557.00,$590.00,$708.00,$673.00,$704.00,$737.00,$855.00,,"$2,500",$0,"$5,000",$0,"$2,500",Not Applicable,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,"$2,500",$0,"$5,000",$0,"$2,500",Not Applicable,"$4,300",Included in Medical,$8600.00,Included in Medical,$4300.00,Included in Medical,$35,$70,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$15,$50,50%,50%,,$850,$0,"$1,700",$0,$850,Not Applicable,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,$15,$30,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$10,$25,50%,50%,,$100,$0,$200,$0,$100,Not Applicable,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,$10,$20,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,$5,$10,25%,25%
OR,Marion,Gold,"Moda Health Plan, Inc.",39424OR1260001,Moda Health Beacon Be Protected,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-605-3229,1-877-605-3229,1-877-605-3229,https://www.modahealth.com/eenroll/find-provider?type=medical,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_BeProtected_2016_OR.pdf,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_BeProtected_SBC_2016_OR.pdf,https://www.modahealth.com/medical/formularies.shtml,,,X,99.4%,,$177.00,$278.00,$292.00,$316.00,$356.00,$497.00,$756.00,$556.00,$632.00,$712.00,$994.00,$1512.00,$733.00,$809.00,$889.00,$1171.00,$910.00,$986.00,$1066.00,$1348.00,$1087.00,$1163.00,$1243.00,$1525.00,$455.00,$493.00,$533.00,$674.00,$632.00,$670.00,$710.00,$851.00,$809.00,$847.00,$887.00,$1028.00,,"$1,000",Included in Medical,"$2,000",Included in Medical,"$1,000",Included in Medical,"$5,500",Included in Medical,"$11,000",Included in Medical,"$5,500",Included in Medical,$15,$15,15% Coinsurance after deductible,15% Coinsurance after deductible,15% Coinsurance after deductible,$10,40%,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Marion,Silver,"Moda Health Plan, Inc.",39424OR1260002,Moda Health Beacon Be Prepared,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-605-3229,1-877-605-3229,1-877-605-3229,https://www.modahealth.com/eenroll/find-provider?type=medical,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_BePrepared_2016_OR.pdf,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_BePrepared_SBC_2016_OR.pdf,https://www.modahealth.com/medical/formularies.shtml,,,X,99.4%,,$155.00,$245.00,$257.00,$278.00,$313.00,$437.00,$664.00,$490.00,$556.00,$626.00,$874.00,$1328.00,$645.00,$711.00,$781.00,$1029.00,$800.00,$866.00,$936.00,$1184.00,$955.00,$1021.00,$1091.00,$1339.00,$400.00,$433.00,$468.00,$592.00,$555.00,$588.00,$623.00,$747.00,$710.00,$743.00,$778.00,$902.00,,"$1,550",Included in Medical,"$3,100",Included in Medical,"$1,550",Included in Medical,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$30,$30,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$20,40%,50%,50%,,"$1,550",Included in Medical,"$3,100",Included in Medical,"$1,550",Included in Medical,"$5,425",Included in Medical,$10850.00,Included in Medical,$5425.00,Included in Medical,$30,$30,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$20,40%,50%,50%,,$750,Included in Medical,"$1,500",Included in Medical,$750,Included in Medical,"$1,500",Included in Medical,"$3,000",Included in Medical,"$1,500",Included in Medical,$30,$30,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$20,40%,50%,50%,,$100,Included in Medical,$200,Included in Medical,$100,Included in Medical,$500,Included in Medical,"$1,000",Included in Medical,$500,Included in Medical,$30,$30,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$20,40%,50%,50%
OR,Marion,Bronze,"Moda Health Plan, Inc.",39424OR1310001,Moda Health Oregon Standard Bronze (Beacon),PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-877-605-3229,1-877-605-3229,1-877-605-3229,https://www.modahealth.com/eenroll/find-provider?type=medical,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_OregonStandardBronze_2016_OR.pdf,https://www.modahealth.com/pdfs/plans/individual/Moda_Beacon_OregonStandardBronze_SBC_2016_OR.pdf,https://www.modahealth.com/medical/formularies.shtml,,,,99.7%,,$121.00,$190.00,$199.00,$216.00,$243.00,$339.00,$515.00,$380.00,$432.00,$486.00,$678.00,$1030.00,$501.00,$553.00,$607.00,$799.00,$622.00,$674.00,$728.00,$920.00,$743.00,$795.00,$849.00,$1041.00,$311.00,$337.00,$364.00,$460.00,$432.00,$458.00,$485.00,$581.00,$553.00,$579.00,$606.00,$702.00,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$5,000",Included in Medical,"$6,350",Included in Medical,"$12,700",Included in Medical,"$6,350",Included in Medical,$60 Copay after deductible,$100 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$20 Copay after deductible,$80 Copay after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Marion,Bronze,"Community Care of Oregon, Inc.",99389OR0680001,SiMPLEbronze Broad Network,PPO,Rating Area 3,Allows Adult and Child-Only,SERFF,1-503-416-1771,1-844-509-4676,1-800-735-2900,https://www.ohcoop.org/families-individuals/find-provider/,https://www.ohcoop.org/individual-plan-documents-2016/,https://www.ohcoop.org/wp-content/uploads/99389OR0680001-01-Oregons-Health-CO-OP-SiMPLEbronze-Broad-Network.pdf,https://www.ohcoop.org/pharmacy/,,,,99.4%,,$133.00,$210.00,$220.00,$238.00,$268.00,$375.00,$570.00,$420.00,$476.00,$536.00,$750.00,$1140.00,$553.00,$609.00,$669.00,$883.00,$686.00,$742.00,$802.00,$1016.00,$819.00,$875.00,$935.00,$1149.00,$343.00,$371.00,$401.00,$508.00,$476.00,$504.00,$534.00,$641.00,$609.00,$637.00,$667.00,$774.00,,"$6,850",Included in Medical,"$13,700",Included in Medical,Not Applicable,Not Applicable,"$6,850",Included in Medical,"$13,700",Included in Medical,"$6,850",Included in Medical,$40,$80,$750,No Charge after Deductible,No Charge,$30,$100,$200,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
